text_id,diff_CAREC,diff_CAREC_M,diff_CARES,diff_CML2RI,diff_length,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_ARI,diff_linsear_formula,diff_difficult_words_count,diff_syllable_count,diff_lexicon_count,diff_sentence_count,diff_char_count,diff_letter_count,diff_polysyllabcount,diff_monosyllabcount,diff_fernansex_huerta,diff_szigriszt_pazos,diff_gutierrez_polini,diff_crawford,diff_cpidr_density,diff_depid_density,diff_max_embedding_depth,diff_avg_embedding_depth,diff_mean_entropy,diff_mean_entropy_sents,diff_word_length,diff_wordFreq_frequency,diff_gpt2_surprisal,diff_Wordfreq_Frequency,diff_Length,diff_TF,diff_CML2RI_(-),diff_flesch_reading_ease_(-),diff_lexicon_count_(-),diff_monosyllabcount_(-),diff_fernansex_huerta_(-),diff_szigriszt_pazos_(-),diff_gutierrez_polini_(-),diff_wordFreq_frequency_(-),CAREC_Adv,CAREC_M_Adv,CARES_Adv,CML2RI_Adv,length_Adv,flesch_reading_ease_Adv,flesch_kincaid_grade_score_Adv,gunning_fog_index_Adv,coleman_liau_index_Adv,smog_index_Adv,dale_chall_score_Adv,ARI_Adv,linsear_formula_Adv,difficult_words_count_Adv,syllable_count_Adv,lexicon_count_Adv,sentence_count_Adv,char_count_Adv,letter_count_Adv,polysyllabcount_Adv,monosyllabcount_Adv,fernansex_huerta_Adv,szigriszt_pazos_Adv,gutierrez_polini_Adv,crawford_Adv,cpidr_density_Adv,depid_density_Adv,max_embedding_depth_Adv,avg_embedding_depth_Adv,mean_entropy_Adv,mean_entropy_sents_Adv,word_length_Adv,wordFreq_frequency_Adv,gpt2_surprisal_Adv,Wordfreq_Frequency_Adv,Length_Adv,CAREC_Ele,CAREC_M_Ele,CARES_Ele,CML2RI_Ele,length_Ele,flesch_reading_ease_Ele,flesch_kincaid_grade_score_Ele,gunning_fog_index_Ele,coleman_liau_index_Ele,smog_index_Ele,dale_chall_score_Ele,ARI_Ele,linsear_formula_Ele,difficult_words_count_Ele,syllable_count_Ele,lexicon_count_Ele,sentence_count_Ele,char_count_Ele,letter_count_Ele,polysyllabcount_Ele,monosyllabcount_Ele,fernansex_huerta_Ele,szigriszt_pazos_Ele,gutierrez_polini_Ele,crawford_Ele,cpidr_density_Ele,depid_density_Ele,max_embedding_depth_Ele,avg_embedding_depth_Ele,mean_entropy_Ele,mean_entropy_sents_Ele,word_length_Ele,wordFreq_frequency_Ele,gpt2_surprisal_Ele,Wordfreq_Frequency_Ele,Length_Ele
3_3_3,0.06305999999999999,0.03956,0.1495493509959751,-5.5989360406151505,178.0,-10.079999999999998,1.7999999999999998,1.7599999999999998,0.40000000000000036,0.9000000000000004,1.0499999999999998,0.9000000000000004,0.7142857142857153,12.0,52.0,30.0,1.0,149.0,150.0,5.0,17.0,-7.6299999999999955,-5.829999999999998,-1.2199999999999989,0.5,-0.04160688665710194,-0.029224712295578492,3.0,0.708333333333333,0.14832632643526722,0.005529433550436558,0.15751190431554818,0.30096637299999995,0.21134544733284333,-0.041519976940467274,0.10186826078645872,40.194074243945494,5.5989360406151505,10.079999999999998,-30.0,-17.0,7.6299999999999955,5.829999999999998,1.2199999999999989,-0.30096637299999995,0.13088,0.14532,0.4373607889275814,9.077312892007626,900,64.51,8.0,9.5,9.56,10.6,8.86,9.4,8.428571428571429,30,222,152,10,749,719,17,105,101.34,100.64,44.0,2.4,0.4705882352941176,0.4038461538461538,7,3.333333333333333,5.525907900638719,6.443218371979471,4.184357541899441,1.257665753,4.392350586532373,10.734376293150525,4.727512066695919,0.06782,0.10576,0.2878114379316063,14.676248932622777,722,74.59,6.2,7.74,9.16,9.7,7.81,8.5,7.7142857142857135,18,170,122,9,600,569,12,88,108.97,106.47,45.22,1.9,0.5121951219512195,0.4330708661417323,4,2.625,5.377581574203452,6.437688938429035,4.026845637583893,0.95669938,4.18100513919953,10.775896270090993,4.62564380590946
3_3_4,0.05592,0.05287999999999998,0.07524901274458035,-4.692286726872302,103.0,-5.789999999999999,2.1999999999999993,1.7100000000000009,0.8800000000000008,0.5,0.75,3.0,5.166666666666666,9.0,25.0,16.0,-1.0,89.0,88.0,-1.0,7.0,-5.810000000000002,-5.5,-2.490000000000002,0.2999999999999998,0.016141021556759005,0.016320927394752882,2.0,1.0,0.2174929070777596,-0.01691267024134735,0.06581628133581319,0.20806826200000006,0.4698992688059702,-0.07451058954891288,0.13748119247108814,52.195524545669116,4.692286726872302,5.789999999999999,-16.0,-7.0,5.810000000000002,5.5,2.490000000000002,-0.20806826200000006,0.23751,0.26081,0.4866876161107063,8.728462949318168,886,47.42,12.5,13.99,12.48,13.3,10.04,15.1,16.0,33,225,142,6,745,722,19,98,86.67,84.45,37.6,3.5,0.4657534246575342,0.4026845637583892,5,3.0,5.223034394430289,5.909037135519252,4.685534591194968,1.2217392644409,4.752192933432847,11.69873664541912,5.098418692471088,0.18159,0.20793,0.411438603366126,13.42074967619047,783,53.21,10.3,12.28,11.6,12.8,9.29,12.1,10.833333333333334,24,200,126,7,656,634,20,91,92.48,89.95,40.09,3.2,0.4496124031007752,0.3863636363636363,3,2.0,5.005541487352529,5.9259498057606,4.619718309859155,1.0136710024409,4.282293664626877,11.773247234968032,4.9609375
3_3_5,0.12426,0.1052,0.0979774333644104,-3.7131180319283175,110.0,-1.519999999999996,0.6000000000000005,0.870000000000001,0.5300000000000011,0.5999999999999996,1.3599999999999994,0.9000000000000004,4.555555555555556,7.0,24.0,17.0,0.0,93.0,93.0,3.0,13.0,-1.529999999999987,0.09000000000000341,-0.9399999999999977,0.10000000000000009,-0.03799350256043177,-0.03993055555555558,-1.0,-0.0909090909090906,-0.050904414684460164,-0.13032816193640517,0.06327160493827133,0.13702468970000004,0.2763698631235769,0.48840121362264277,0.05570882232731922,-19.306800300694817,3.7131180319283175,1.519999999999996,-17.0,-13.0,1.529999999999987,-0.09000000000000341,0.9399999999999977,-0.13702468970000004,0.21816,0.21162,0.4699021069088547,8.515354880119869,898,58.38,8.3,10.23,11.82,11.0,10.61,10.1,10.333333333333334,38,228,142,11,755,734,21,91,97.68,93.89,40.54,2.9,0.4265734265734265,0.3819444444444444,3,1.7272727272727273,5.15590622889327,6.338261924590955,4.660493827160494,0.8633483918,4.947232100079621,12.501639102328655,5.097222222222222,0.0939,0.10642,0.3719246735444443,12.228472912048186,788,59.9,7.7,9.36,11.29,10.4,9.25,9.2,5.777777777777778,31,204,125,11,662,641,18,78,99.21,93.8,41.48,2.8,0.4645669291338583,0.421875,4,1.818181818181818,5.206810643577731,6.46859008652736,4.597222222222222,0.7263237021,4.670862236956044,12.013237888706012,5.041513399894903
3_4_1,0.13292,0.10319999999999999,0.24213026684407912,-6.619679958563363,240.0,-19.119999999999997,5.2,6.05,2.2800000000000002,3.3999999999999986,1.5399999999999991,5.999999999999999,5.0,11.0,65.0,39.0,-1.0,201.0,202.0,7.0,26.0,-16.710000000000008,-16.820000000000007,-5.960000000000001,1.2,-0.10209635154202784,-0.0008678881388620718,4.0,1.4333333333333331,0.5882319823664837,0.34077845707146537,0.38044154228855787,0.5019978150000001,0.26776836134938087,0.3410150334885955,0.2347309010280183,51.060337297587864,6.619679958563363,19.119999999999997,-39.0,-26.0,16.710000000000008,16.820000000000007,5.960000000000001,-0.5019978150000001,0.10571,0.15799,0.3381731946599808,10.44955793943662,700,55.37,11.5,12.99,10.22,12.7,8.36,13.2,12.0,20,176,121,5,580,567,14,86,92.16,92.02,41.28,2.9,0.4710743801652892,0.4344262295081967,9,4.6,5.539259632200056,6.417556145197596,4.328358208955224,1.167563324,3.804220063105675,10.13298982587047,4.68595041322314,-0.02721,0.05479,0.0960429278159017,17.069237897999983,460,74.49,6.3,6.94,7.94,9.3,6.82,7.2,7.0,9,111,82,6,379,365,7,60,108.87,108.84,47.24,1.7,0.573170731707317,0.4352941176470588,5,3.1666666666666665,4.951027649833573,6.076777688126131,3.9479166666666665,0.665565509,3.536451701756294,9.791974792381874,4.451219512195122
3_4_2,0.030790000000000012,0.009120000000000017,0.1417703621438745,-12.858980479801954,233.0,-13.840000000000003,3.200000000000001,3.4700000000000006,0.8099999999999987,1.8000000000000007,0.5800000000000001,3.0999999999999996,2.0238095238095237,12.0,66.0,37.0,0.0,194.0,187.0,9.0,22.0,-11.409999999999997,-9.170000000000002,-2.6999999999999957,0.6000000000000001,0.045870577530375156,-0.016983122362869196,2.0,0.7333333333333334,0.30512410153232317,0.0068370397822388185,0.08176593521421083,0.4317168320000001,0.17861644001120203,0.370574702482271,0.02466129690805907,-47.86607556017469,12.858980479801954,13.840000000000003,-37.0,-22.0,11.409999999999997,9.170000000000002,2.6999999999999957,-0.4317168320000001,0.17827,0.19062,0.4747459098528266,10.063947603092767,913,49.25,11.8,14.25,10.44,15.3,9.26,12.9,12.166666666666666,30,243,153,7,759,731,32,101,88.5,86.03,41.21,3.4,0.5668789808917197,0.4746835443037974,5,3.4,5.032547300380955,5.694369006576759,4.362068965517241,1.174399484,3.86139772623222,10.999067918368466,4.714316469321852,0.14748,0.1815,0.3329755477089521,22.92292808289472,680,63.09,8.6,10.78,9.63,13.5,8.68,9.8,10.142857142857142,18,177,116,7,565,544,23,79,99.91,95.2,43.91,2.8,0.5210084033613446,0.4916666666666666,3,2.6666666666666665,4.727423198848632,5.68753196679452,4.28030303030303,0.7426826519999999,3.682781286221018,10.628493215886195,4.689655172413793
3_4_3,0.09259,0.06526999999999997,0.1642641951221505,-9.02914622402437,241.0,-16.239999999999995,6.2,6.530000000000001,2.59,4.0,1.8499999999999996,8.799999999999999,8.833333333333334,11.0,58.0,37.0,-2.0,204.0,201.0,6.0,24.0,-16.319999999999993,-17.489999999999995,-7.399999999999999,1.0,-0.07312440645773977,-0.05060975609756091,1.0,1.75,0.20679300262249178,-0.3683448631236592,0.2119658119658112,0.3969563371,0.4060101421330433,0.7387433258228544,0.18862560254807015,12.304447128373738,9.02914622402437,16.239999999999995,-37.0,-24.0,16.319999999999993,17.489999999999995,7.399999999999999,-0.3969563371,0.20838,0.2502,0.3421165755495511,2.496599781081062,717,50.2,13.5,16.85,12.49,15.2,10.49,17.4,16.5,28,177,117,4,601,588,18,80,86.95,83.34,36.21,3.3,0.4700854700854701,0.425,6,4.25,5.498544170631853,5.7463223012969324,4.623076923076923,0.9462463641,4.162784173597112,11.087496108351973,5.0256410256410255,0.11579,0.18493,0.1778523804274006,11.52574600510543,476,66.44,7.3,10.32,9.9,11.2,8.64,8.6,7.666666666666666,17,119,80,6,397,387,12,56,103.27,100.83,43.61,2.3,0.5432098765432098,0.4756097560975609,5,2.5,5.291751168009362,6.114667164420592,4.411111111111111,0.549290027,3.7567740314640687,10.348752782529118,4.837015423092955
3_4_4,0.08174,0.03874,0.17748480290091978,-2.1586534776866966,317.0,-9.469999999999999,1.4999999999999991,2.1500000000000004,2.7800000000000002,2.0,0.4299999999999997,2.5999999999999996,0.5999999999999996,17.0,79.0,46.0,2.0,271.0,265.0,10.0,25.0,-7.019999999999996,-8.819999999999993,-4.939999999999998,0.7,-0.034782608695652195,-0.05185532624557021,2.0,0.375,0.3576945957771489,0.27175209801955713,0.44462242562929033,0.29752782069999995,0.5237673391983426,0.32918534284951484,0.4734649122807024,-23.428285818713448,2.1586534776866966,9.469999999999999,-46.0,-25.0,7.019999999999996,8.819999999999993,4.939999999999998,-0.29752782069999995,0.17903,0.18342,0.4654857488685761,12.973786244444431,925,68.1,8.7,11.5,9.34,11.7,9.86,11.1,12.2,33,225,160,8,766,734,18,115,102.44,99.23,43.7,2.5,0.5217391304347826,0.4695121951219512,9,3.875,4.804441179214226,5.776051329072061,4.031578947368421,1.0497522194,4.263704863264502,11.357864550646093,4.5875,0.09729,0.14468,0.2880009459676563,15.132439722131128,608,77.57,7.2,9.35,6.56,9.7,9.43,8.5,11.6,16,146,114,6,495,469,8,90,109.46,108.05,48.64,1.8,0.5565217391304348,0.5213675213675214,7,3.5,4.446746583437077,5.504299231052504,3.5869565217391304,0.7522243987,3.7399375240661596,11.028679207796579,4.114035087719298
3_4_5,0.08365000000000002,0.07687,0.07021123611800029,-7.905610947982445,123.0,-19.14999999999999,3.3000000000000007,4.460000000000001,3.83,3.8999999999999986,2.5199999999999996,4.100000000000001,3.9000000000000004,15.0,38.0,11.0,0.0,112.0,106.0,9.0,-5.0,-14.239999999999995,-18.13000000000001,-6.630000000000003,1.4000000000000001,-0.013073570879261753,-0.045909955611921405,0.0,0.20000000000000018,-0.21836185327846103,-0.08700703823347578,0.37800162800162784,0.03241257809999998,0.9670566347527068,1.5652649273533594,0.6043297274134449,15.646084647293236,7.905610947982445,19.14999999999999,-11.0,5.0,14.239999999999995,18.13000000000001,6.630000000000003,-0.03241257809999998,0.13667,0.19746,0.2307836562568616,7.222483345,585,61.06,9.4,13.46,12.47,12.7,11.01,12.8,12.1,27,144,93,5,493,477,14,59,97.87,91.77,38.94,3.1,0.5531914893617021,0.4842105263157895,4,3.0,4.732929983964694,5.518198813932177,4.564814814814815,0.4530842831,4.126502635461996,11.952208837863587,5.128719971315884,0.05302,0.12059,0.1605724201388613,15.128094292982444,462,80.21,6.1,9.0,8.64,8.8,8.49,8.7,8.2,12,106,82,5,381,371,5,64,112.11,109.9,45.57,1.7,0.5662650602409639,0.5301204819277109,4,2.8,4.951291837243155,5.6052058521656525,4.186813186813187,0.420671705,3.1594460007092895,10.386943910510228,4.524390243902439
3_5_1,0.14672999999999997,0.11829999999999999,0.1706544243706295,0.8220561279197973,216.0,-18.779999999999994,7.200000000000001,8.030000000000001,0.9400000000000013,5.1,1.4100000000000001,9.399999999999999,12.0,9.0,58.0,37.0,-2.0,179.0,177.0,9.0,27.0,-18.870000000000005,-21.61999999999999,-7.0,0.7999999999999998,0.05639097744360899,0.05144312393887951,-2.0,0.75,-0.013209214724363427,-0.615946408504576,0.10073839662447348,0.33957147099999996,0.157530818290458,0.37577183402172665,0.05529827000317411,22.77041109636147,-0.8220561279197973,18.779999999999994,-37.0,-27.0,18.870000000000005,21.61999999999999,7.0,-0.33957147099999996,0.26797,0.28978,0.4580233450470561,10.681329830996724,840,51.04,15.3,18.26,10.05,15.6,9.97,19.2,21.0,24,208,147,4,694,678,19,108,85.3,81.93,37.6,3.0,0.4671052631578947,0.3935483870967742,5,3.75,5.337876405720346,5.80927610760504,4.39240506329114,1.378877873,3.9959578308427672,10.811105031707545,4.617286751361162,0.12124,0.17148,0.2873689206764266,9.859273703076926,624,69.82,8.1,10.23,9.11,10.5,8.56,9.8,9.0,15,150,110,6,515,501,10,81,104.17,103.55,44.6,2.2,0.4107142857142857,0.3421052631578947,7,3.0,5.351085620444709,6.425222516109616,4.291666666666667,1.039306402,3.8384270125523092,10.435333197685818,4.561988481357988
3_5_2,0.07199,0.06592,0.07982444801384447,-6.9465459380713614,77.0,-21.650000000000006,6.199999999999999,5.370000000000001,1.87,2.6999999999999993,1.4800000000000004,7.5,10.666666666666668,8.0,21.0,8.0,-3.0,69.0,68.0,3.0,-2.0,-19.25999999999999,-17.30000000000001,-6.640000000000001,0.7999999999999998,0.0203947368421053,-0.0157134375618444,1.0,1.3250000000000002,0.15050661340332994,-0.10420565723024122,0.16851408471520246,0.12478709970000001,0.1659358176045007,0.3969901676151366,0.21602705874056927,9.0491899092288,6.9465459380713614,21.650000000000006,-8.0,2.0,19.25999999999999,17.30000000000001,6.640000000000001,-0.12478709970000001,0.08835,0.09894,0.4769276390871573,8.510739447826058,897,64.38,12.2,14.55,8.83,11.2,9.07,16.2,18.666666666666668,22,210,160,5,734,704,10,120,96.2,93.07,41.32,2.4,0.4875,0.4294478527607362,6,4.2,5.84060894763922,6.029057924876909,3.883597883597884,1.2272660897,4.643248474226302,11.493785926272599,4.292539133970319,0.01636,0.03302,0.3971031910733128,15.45728538589742,820,86.03,6.0,9.18,6.96,8.5,7.59,8.7,8.0,14,189,152,8,665,636,7,122,115.46,110.37,47.96,1.6,0.4671052631578947,0.4451612903225806,5,2.875,5.69010233423589,6.13326358210715,3.7150837988826817,1.10247899,4.477312656621801,11.096795758657462,4.07651207522975
3_5_3,0.09369,0.08652000000000001,0.019607086566046983,-0.35919982465996725,55.0,-10.080000000000013,1.7999999999999998,1.1600000000000001,0.5800000000000001,1.299999999999999,0.40000000000000036,1.3000000000000007,0.40000000000000036,6.0,17.0,8.0,0.0,47.0,46.0,3.0,2.0,-7.6299999999999955,-5.189999999999998,-1.509999999999998,0.3999999999999999,0.03253182461103249,0.03900678752470138,0.0,0.8000000000000003,-0.14454654642816234,-0.3100621243591064,0.1194995685936151,0.023935623999999933,0.09580139389961584,0.09123022885853693,0.10193799706322526,-11.637258312659952,0.35919982465996725,10.080000000000013,-8.0,-2.0,7.6299999999999955,5.189999999999998,1.509999999999998,-0.023935623999999933,0.25071,0.30385,0.3167520700125492,7.0570021681159325,619,66.07,9.5,12.07,8.82,11.2,10.47,11.4,11.6,27,153,110,5,509,495,10,79,100.4,98.18,43.85,2.5,0.4285714285714285,0.3982300884955752,6,4.2,5.864938461396041,6.327644742851928,4.172131147540983,1.052015044,4.316746209998415,11.31777162991267,4.467989179440938,0.15702,0.21733,0.2971449834465022,7.4162019927759,564,76.15,7.7,10.91,8.24,9.9,10.07,10.1,11.2,21,136,102,5,462,449,7,77,108.03,103.37,45.36,2.1,0.396039603960396,0.3592233009708738,6,3.4,6.009485007824203,6.637706867211034,4.052631578947368,1.02807942,4.2209448160987995,11.226541401054133,4.366051182377713
3_5_4,0.09722,0.027260000000000003,0.2742431005755902,-9.929105619506188,358.0,-2.539999999999992,1.0,2.4300000000000015,1.1600000000000001,1.4000000000000004,0.7400000000000002,2.5,2.5,10.0,85.0,60.0,2.0,299.0,282.0,6.0,44.0,-2.549999999999997,-5.990000000000009,-2.799999999999997,0.3999999999999999,-0.05147286821705421,-0.04174743838271938,0.0,-0.4666666666666668,-0.25607631584917545,-0.25457197764997286,0.033437826541274696,0.521177707,-0.011214119937689837,0.1461244677276028,0.24112067104000534,5.806096326004251,9.929105619506188,2.539999999999992,-60.0,-44.0,2.549999999999997,5.990000000000009,2.799999999999997,-0.521177707,0.03774,0.05578,0.4454139150977081,9.49474223827158,834,71.68,9.4,11.8,8.59,10.9,9.21,12.7,15.0,18,199,149,6,686,657,11,113,103.54,98.8,43.74,2.3,0.5066666666666667,0.3821656050955414,8,4.2,5.196347691765906,5.887360963129478,3.942528735632184,1.18145345,4.171269128580509,10.756506586057055,4.4167412712623095,-0.05948,0.02852,0.1711708145221179,19.42384785777777,476,74.22,8.4,9.37,7.43,9.5,8.47,10.2,12.5,8,114,89,4,387,375,5,69,106.09,104.79,46.54,1.9,0.5581395348837209,0.4239130434782608,8,4.666666666666667,5.452424007615082,6.1419329407794505,3.909090909090909,0.660275743,4.182483248518198,10.610382118329452,4.175620600222304
3_6_1,0.10096999999999999,0.06897,0.19412626000935237,-1.800969519303095,231.0,-0.8200000000000074,0.2999999999999998,0.9900000000000011,1.0999999999999988,0.7999999999999989,1.0000000000000009,1.6000000000000005,0.4285714285714297,13.0,51.0,35.0,2.0,196.0,181.0,4.0,26.0,-0.8200000000000074,-3.25,-2.1099999999999994,0.30000000000000004,-0.03814814814814821,-0.03996011111902559,0.0,0.412698412698413,-0.19629999218522443,0.09935978134260104,-0.03571428571428559,0.3554179970000001,-0.01526201267135896,0.06455153545540782,0.19011815252416753,18.071679197994996,1.800969519303095,0.8200000000000074,-35.0,-26.0,0.8200000000000074,3.25,2.1099999999999994,-0.3554179970000001,0.20531,0.22931,0.4048125131370516,9.055524910670387,780,81.83,5.5,8.63,9.04,9.2,8.88,8.9,7.2857142857142865,22,179,133,9,648,617,10,100,113.74,108.21,45.03,1.8,0.4518518518518518,0.39568345323741,4,2.555555555555556,4.736857479730107,6.349083510588952,4.0,1.001929027,3.783328901278156,11.078685290901225,4.639097744360902,0.10434,0.16034,0.2106862531276992,10.856494429973482,549,82.65,5.2,7.64,7.94,8.4,7.88,7.3,6.857142857142857,9,128,98,7,452,436,6,74,114.56,111.46,47.14,1.5,0.49,0.4356435643564356,4,2.142857142857143,4.933157471915331,6.249723729246351,4.035714285714286,0.64651103,3.798590913949515,11.014133755445817,4.448979591836735
3_6_2,0.0476,0.04761,0.011192479304505995,0.446770199554372,-5.0,-8.459999999999994,1.2000000000000002,1.9700000000000006,-0.4599999999999991,1.4000000000000004,0.5199999999999996,-0.40000000000000036,0.5,3.0,3.0,0.0,0.0,-5.0,-5.0,2.0,1.0,-6.0,-3.069999999999993,0.7999999999999972,0.19999999999999996,-0.016393442622950727,-0.046875,-1.0,-0.25,0.12284340048957798,0.10463221714946247,-0.07042253521126796,0.058104023999999976,0.18097449446165736,0.052277248298713275,-0.08196721311475397,-33.00655737704918,-0.446770199554372,8.459999999999994,-0.0,-1.0,6.0,3.069999999999993,-0.7999999999999972,-0.058104023999999976,0.05636,0.16779,0.0621408250323149,6.76068791470588,350,72.87,6.9,9.4,8.58,9.5,10.09,8.6,7.875,12,84,61,4,290,278,5,45,107.23,105.79,45.66,2.0,0.5409836065573771,0.515625,3,2.5,4.843424630691097,5.590845419671849,4.084507042253521,0.45197707687,3.8964511057281808,10.769054185168427,4.557377049180328,0.00876,0.12018,0.0509483457278089,6.313917715151508,355,81.33,5.7,7.43,9.04,8.1,9.57,9.0,7.375,9,81,61,4,295,283,3,44,113.23,108.86,44.86,1.8,0.5573770491803278,0.5625,4,2.75,4.720581230201519,5.486213202522387,4.154929577464789,0.39387305287,3.7154766112665234,10.716776936869714,4.639344262295082
3_6_3,0.19501999999999997,0.18986,0.1090261115082368,-5.737296602214011,80.0,-11.509999999999991,2.4000000000000004,4.1800000000000015,2.5,4.4,1.5300000000000011,3.3000000000000007,3.833333333333334,7.0,25.0,9.0,0.0,71.0,70.0,7.0,2.0,-9.060000000000002,-13.459999999999994,-4.740000000000002,1.0,0.028390596745027086,0.026785714285714246,0.0,-0.33333333333333304,0.03302109648976703,-0.06540799550862353,0.3421052631578947,0.10031058729999998,-0.02441749685705119,0.159121177219971,0.35392789373814004,24.57058823529414,5.737296602214011,11.509999999999991,-9.0,-2.0,9.060000000000002,13.459999999999994,4.740000000000002,-0.10031058729999998,0.2582,0.33404,0.1993075111725387,10.247763235416649,463,54.56,11.9,14.8,11.96,14.1,10.56,15.4,16.5,16,116,75,3,387,374,11,48,91.34,85.48,38.08,3.4,0.5569620253164557,0.5125,5,3.0,4.978816385971316,5.822221886064464,4.5,0.3400823654,4.143536739807415,12.815730165272429,4.824516129032258,0.06318,0.14418,0.0902813996643019,15.98505983763066,383,66.07,9.5,10.62,9.46,9.7,9.03,12.1,12.666666666666666,9,91,66,3,316,304,4,46,100.4,98.94,42.82,2.4,0.5285714285714286,0.4857142857142857,5,3.333333333333333,4.945795289481549,5.887629881573088,4.157894736842105,0.2397717781,4.167954236664467,12.656608988052458,4.470588235294118
3_6_4,-0.006240000000000023,-0.038709999999999994,0.1639357570972607,-4.329351531388635,189.0,-10.180000000000007,1.7999999999999998,1.1100000000000003,2.4400000000000004,0.7999999999999989,1.0099999999999998,2.799999999999999,1.8571428571428577,9.0,45.0,25.0,1.0,164.0,153.0,3.0,12.0,-7.72999999999999,-9.299999999999997,-4.25,0.7999999999999998,0.025862068965517238,-0.005427537611883415,0.0,0.14285714285714368,-0.17319395128032777,-0.09629819663078543,0.2728553667633653,0.20524574413000013,0.4404627356862303,0.15175517581134734,0.375727981897219,1.7904808220356472,4.329351531388635,10.180000000000007,-25.0,-12.0,7.72999999999999,9.299999999999997,4.25,-0.20524574413000013,0.18954,0.23688,0.3583413059811338,8.29669229084666,652,75.1,6.0,8.67,10.31,9.2,10.15,9.7,7.428571428571429,21,148,105,8,548,516,9,75,109.48,105.9,42.94,1.9,0.5258620689655172,0.5338983050847458,4,2.571428571428572,4.520791313283652,6.072452110173324,4.31496062992126,0.6787779536,4.44456826127453,11.7095486119675,4.914285714285715,0.19578,0.27559,0.1944055488838731,12.626043822235296,463,85.28,4.2,7.56,7.87,8.4,9.14,6.9,5.571428571428571,12,103,80,7,384,363,6,63,117.21,115.2,47.19,1.1,0.5,0.5393258426966292,4,2.4285714285714284,4.69398526456398,6.168750306804109,4.042105263157895,0.4735322094699999,4.0041055255883,11.557793436156153,4.538557732388496
3_6_5,0.05199999999999999,0.02063999999999999,0.1550544758308997,-2.5536042268626016,228.0,-7.960000000000001,1.0,0.8999999999999986,0.9900000000000002,0.9000000000000004,0.6699999999999999,0.3999999999999986,1.0,15.0,59.0,32.0,2.0,196.0,190.0,10.0,17.0,-5.490000000000009,-3.990000000000009,-1.4299999999999997,0.3999999999999999,-0.02198702198702196,-0.0453463533719865,0.0,0.16666666666666696,0.0018122198670198486,-0.11779141170674379,0.17475463467829933,0.26379151600000006,0.07822799255969182,0.06021029121224686,0.1846350832266328,37.563888177550155,2.5536042268626016,7.960000000000001,-32.0,-17.0,5.490000000000009,3.990000000000009,1.4299999999999997,-0.26379151600000006,0.20234,0.20698,0.4690140927918084,4.629341546271718,927,53.71,10.1,13.29,13.63,13.6,11.05,13.7,12.166666666666666,36,224,140,8,786,753,27,89,92.99,89.66,36.9,3.3,0.4825174825174825,0.4413793103448276,7,3.0,4.8214386420417625,5.901632835230861,4.678571428571429,0.93635968802086,3.985668202681577,12.909726800117195,5.302816901408451,0.15034,0.18634,0.3139596169609087,7.182945773134319,699,61.67,9.1,12.39,12.64,12.7,10.38,13.3,11.166666666666666,21,165,108,6,590,563,17,72,98.48,93.65,38.33,2.9,0.5045045045045045,0.4867256637168141,7,2.833333333333333,4.819626422174743,6.0194242469376045,4.5038167938931295,0.67256817202086,3.907440210121885,12.849516508904948,5.118181818181818
3_6_6,0.03616,0.022529999999999994,0.06947980457653513,-3.3197232655899995,113.0,-15.769999999999996,4.0,3.1099999999999994,0.879999999999999,2.0999999999999996,0.6899999999999995,3.700000000000001,4.914285714285713,6.0,32.0,19.0,-2.0,95.0,95.0,4.0,10.0,-13.349999999999994,-9.679999999999993,-2.969999999999999,0.6000000000000001,0.005136838470171823,-0.005589430894308911,0.0,0.3015873015873014,-0.09440465250887797,-0.48111904662624827,0.07028112449799195,0.2036446730000001,-0.17017795794925394,-0.3141361699367966,0.07878521126760596,-36.41599765258215,3.3197232655899995,15.769999999999996,-19.0,-10.0,13.349999999999994,9.679999999999993,2.969999999999999,-0.2036446730000001,0.20247,0.19938,0.4871347571678568,7.896847118631365,934,65.15,9.9,11.66,10.04,11.5,10.59,12.8,12.2,29,222,160,7,775,745,15,115,99.48,97.54,42.03,2.5,0.4876543209876543,0.3902439024390244,4,2.857142857142857,5.075703128418229,5.7983000520257,4.166666666666667,1.113451943,4.275236242595383,12.351895363060027,4.65625,0.16631,0.17685,0.4176549525913217,11.216570384221365,821,80.92,5.9,8.55,9.16,9.4,9.9,9.1,7.2857142857142865,23,190,141,9,680,650,11,105,112.83,107.22,45.0,1.9,0.4825174825174825,0.3958333333333333,4,2.555555555555556,5.170107780927107,6.279419098651949,4.096385542168675,0.90980727,4.445414200544637,12.666031532996824,4.577464788732394
