align_idx,unique_paragraph_id,mean_surprisal_gpt2,avg_mean_surprisal_gpt2,mean_surprisal_pythia,avg_mean_surprisal_pythia,SBERT,lexile,text_evaluator,o3-mini_simple_prompt,o3-mini_clear_prompt,o3-mini_clear_specific_prompt,llama-3.3-70b-versatile_simple_prompt,gemini-2.0-flash_simple_prompt,gpt-4o_simple_prompt,claude-sonnet-4-0_simple_prompt,gpt-5_simple_prompt,gemini-2.5-pro_simple_prompt,llama-3.3-70b-versatile_simple_specific_prompt,gemini-2.0-flash_simple_specific_prompt,gpt-4o_simple_specific_prompt,claude-sonnet-4-0_simple_specific_prompt,gpt-5_simple_specific_prompt,gemini-2.5-pro_simple_specific_prompt,llama-3.3-70b-versatile_clear_prompt,gemini-2.0-flash_clear_prompt,claude-sonnet-4-0_clear_prompt,gpt-5_clear_prompt,gpt-4o_clear_prompt,gemini-2.5-pro_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt,gemini-2.0-flash_clear_specific_prompt,gpt-5_clear_specific_prompt,gpt-4o_clear_specific_prompt,gemini-2.5-pro_clear_specific_prompt,claude-sonnet-4-0_clear_specific_prompt,CAREC,CAREC_M,CARES,CML2RI,flesch_reading_ease,flesch_kincaid_grade_score,gunning_fog_index,coleman_liau_index,smog_index,dale_chall_score,ARI,linsear_formula,difficult_words_count_textstats,syllable_count_textstats,text_length_textstats,sentence_count_textstats,char_count_textstats,letter_count_textstats,polysyllabcount_textstats,monosyllabcount_textstats,fernansex_huerta,szigriszt_pazos,gutierrez_polini,crawford,text_length,text_length_no_punc,sentence_count,cpidr_density,depid_density,word_length,raw_wordFreq_frequency,wordFreq_frequency,mean_entropy_gpt2,avg_mean_entropy_gpt2,mean_entropy_pythia,avg_mean_entropy_pythia,total_slor_gpt2,average_slor_gpt2,total_slor_pythia,average_slor_pythia,total_slor_gpt2_pimentel,average_slor_gpt2_pimentel,total_slor_pythia_pimentel,average_slor_pythia_pimentel,UID_superlin_1.25_gpt2,UID_superlin_1.5_gpt2,UID_superlin_2_gpt2,UID_var_sent_gpt2,UID_var_lang_gpt2,UID_local-var_gpt2,UID_max_gpt2,UID_superlin_1.25_pythia,UID_superlin_1.5_pythia,UID_superlin_2_pythia,UID_var_sent_pythia,UID_var_lang_pythia,UID_local-var_pythia,UID_max_pythia,UID_superlin_1.25_gpt2_pimentel,UID_superlin_1.5_gpt2_pimentel,UID_superlin_2_gpt2_pimentel,UID_var_sent_gpt2_pimentel,UID_var_lang_gpt2_pimentel,UID_local-var_gpt2_pimentel,UID_max_gpt2_pimentel,UID_superlin_1.25_pythia_pimentel,UID_superlin_1.5_pythia_pimentel,UID_superlin_2_pythia_pimentel,UID_var_sent_pythia_pimentel,UID_var_lang_pythia_pimentel,UID_local-var_pythia_pimentel,UID_max_pythia_pimentel,avg_UID_superlin_1.25_gpt2,avg_UID_superlin_1.5_gpt2,avg_UID_superlin_2_gpt2,avg_UID_var_sent_gpt2,avg_UID_var_lang_gpt2,avg_UID_local-var_gpt2,avg_UID_max_gpt2,avg_UID_superlin_1.25_pythia,avg_UID_superlin_1.5_pythia,avg_UID_superlin_2_pythia,avg_UID_var_sent_pythia,avg_UID_var_lang_pythia,avg_UID_local-var_pythia,avg_UID_max_pythia,avg_UID_superlin_1.25_gpt2_pimentel,avg_UID_superlin_1.5_gpt2_pimentel,avg_UID_superlin_2_gpt2_pimentel,avg_UID_var_sent_gpt2_pimentel,avg_UID_var_lang_gpt2_pimentel,avg_UID_local-var_gpt2_pimentel,avg_UID_max_gpt2_pimentel,avg_UID_superlin_1.25_pythia_pimentel,avg_UID_superlin_1.5_pythia_pimentel,avg_UID_superlin_2_pythia_pimentel,avg_UID_var_sent_pythia_pimentel,avg_UID_var_lang_pythia_pimentel,avg_UID_local-var_pythia_pimentel,avg_UID_max_pythia_pimentel,max_embedding_depth_heuristic,avg_embedding_depth_heuristic,text_id,s_idx,sentence,level,max_embedding_depth,avg_embedding_depth
752,3_6_Adv_2,3.868744134902954,3.8687443432228807,4.676616668701172,4.676616563038393,-0.24643,-50,560.0,6,15,8,7.0,6.0,8.0,8.0,7.0,8.0,6.0,3.0,5.0,8.0,7.0,8.0,1.0,65.0,15.0,8.0,10.0,8.0,10.0,60.0,7.0,10.0,5.0,25.0,0.05326,0.24126,-0.1255791207057439,4.494838349999995,85.69,4.0,8.04,3.69,0.0,8.49,2.5,5.5,1,14,11,1,43,42,1,9,117.62,116.54,54.31,1.0,11,11,1,0.4545454545454545,0.4545454545454545,3.8181818181818175,98.48180363636364,10.283422988654904,6.191770806231282,6.191770806231282,8.271774920550259,8.271774920550259,3.259194806108742,3.259194806108742,2.451270675568824,2.451270675568824,3.255113895379243,3.255113895379243,2.352481745719638,2.352481745719638,5.992658214107316,9.356251617779092,23.30851999231986,8.341441641399065,8.456728207557743,11.495011664361662,9.02039909362793,7.303947151570122,11.544310751005575,29.62488174081784,7.753779980737097,7.840631621600341,12.973199959967769,8.398374557495117,6.007321765825808,9.39463535552738,23.490760530436727,8.492089635253887,8.604621600548086,11.614666086936534,9.02296796021983,7.519505747923393,11.99315851645552,31.407852037886126,8.602987544533132,8.641371052500675,13.281331023742307,8.895033359527588,5.992658214107316,9.356251617779092,23.30851999231986,8.341441641399065,8.456728207557743,11.495011664361662,9.02039909362793,7.303947151570122,11.544310751005575,29.62488174081784,7.753779980737097,7.840631621600341,12.973199959967769,8.398374557495117,6.007321765825808,9.39463535552738,23.490760530436727,8.492089635253887,8.604621600548086,11.614666086936534,9.02296796021983,7.519505747923393,11.99315851645552,31.407852037886126,8.602987544533132,8.641371052500675,13.281331023742307,8.895033359527588,2,2.0,3_6_2,1.0,The US is an outlier when it comes to electric bikes.,Adv,2.0,2.0
753,3_6_Adv_2,3.9026107788085938,3.902610997948796,4.964011192321777,4.964011392742395,-0.86547,1220,860.0,8,10,15,7.0,6.0,7.0,8.0,12.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,5.0,70.0,15.0,20.0,5.0,3.0,5.0,65.0,10.0,5.0,8.0,15.0,0.10786,0.26968,-0.0259235489060981,1.1638134642857167,51.18,11.1,14.0,11.43,0.0,10.94,12.8,13.0,3,31,20,1,103,99,3,14,90.44,90.27,40.19,3.2,20,20,1,0.55,0.6190476190476191,5.0,57.21987999999999,11.125836781194938,6.40832147039473,6.40832147039473,8.880591064691544,8.880591064691544,3.809241698408324,3.809241698408324,2.600960844900284,2.600960844900284,3.7932911300009,3.7932911300009,2.543330233072221,2.543330233072221,6.153510605108064,10.04196946583014,29.23190075221383,14.00160854537729,14.095042023120657,31.969608824643423,16.49029378592968,8.593620544607894,15.054190379285634,51.81654029665101,25.695430064668862,25.714896048919307,61.33007446243227,24.35545372962952,6.207908775021462,10.177157164590508,29.825654116076908,14.470610089812102,14.554546802720369,33.966354665327025,16.510915936902165,8.721008823461199,15.318530182222014,52.84827594737588,26.13475796640334,26.173626547547816,63.56009365726835,24.422184750437737,6.153510605108064,10.04196946583014,29.23190075221383,14.00160854537729,14.095042023120657,31.969608824643423,16.49029378592968,8.593620544607894,15.054190379285634,51.81654029665101,25.695430064668862,25.714896048919307,61.33007446243227,24.35545372962952,6.207908775021462,10.177157164590508,29.825654116076908,14.470610089812102,14.554546802720369,33.966354665327025,16.510915936902165,8.721008823461199,15.318530182222014,52.84827594737588,26.13475796640334,26.173626547547816,63.56009365726835,24.422184750437737,3,3.0,3_6_2,2.0,"Nearly 32 million e-bikes were sold in 2014, the vast majority in China, where they are primarily used for transportation.",Adv,3.0,3.0
754,3_6_Adv_2,4.530717849731445,4.530717758461833,4.794846534729004,4.794846765697002,-0.24643,430,110.0,4,1,1,3.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,85.0,15.0,5.0,5.0,5.0,1.0,75.0,5.0,5.0,1.0,15.0,0.1109,0.3009,-0.1885375149199553,11.155096079999993,80.28,4.1,8.2,2.86,0.0,7.98,2.0,4.0,2,11,8,1,33,31,1,6,114.68,113.17,54.81,0.8,8,8,1,0.625,0.5,3.875,68.0975,9.148302340541152,7.476931005716324,7.476931005716324,7.309640973806381,7.309640973806381,1.8104098805790043,1.8104098805790043,1.5461938710515597,1.5461938710515597,1.7976862017032316,1.7976862017032316,1.4743309550842012,1.4743309550842012,7.009947143335694,10.96247452598256,27.44455206792466,6.917218114977613,7.021185986940309,23.75684917260784,7.635916709899902,7.535240856251161,11.982732734530735,31.05224015751869,8.060923822326908,8.092053095134151,31.3654664028342,8.253059387207031,7.053231587105214,11.072144484070602,27.947624650623727,7.304834205050209,7.417169227613222,25.17041521981257,7.732976868748665,7.711863753408161,12.367423110335904,32.572195776690336,8.886560419558673,8.897495718732996,34.137794002423725,8.339011155068874,7.009947143335694,10.96247452598256,27.44455206792466,6.917218114977613,7.021185986940309,23.75684917260784,7.635916709899902,7.535240856251161,11.982732734530735,31.05224015751869,8.060923822326908,8.092053095134151,31.3654664028342,8.253059387207031,7.053231587105214,11.072144484070602,27.947624650623727,7.304834205050209,7.417169227613222,25.17041521981257,7.732976868748665,7.711863753408161,12.367423110335904,32.572195776690336,8.886560419558673,8.897495718732996,34.137794002423725,8.339011155068874,3,3.0,3_6_2,3.0,"They are popular in much of Europe, too.",Adv,2.0,2.0
755,3_6_Adv_2,5.025364398956299,5.0253637270493945,5.838879585266113,5.838879287242889,-0.49338,810,530.0,12,30,12,7.0,6.0,10.0,8.0,12.0,8.0,6.0,6.0,8.0,8.0,10.0,8.0,5.0,65.0,25.0,25.0,20.0,5.0,10.0,60.0,42.0,15.0,5.0,15.0,0.05186,0.22586,-0.0651288784892333,-3.4148030181818214,74.53,8.3,8.8,10.68,0.0,11.9,13.4,11.0,6,28,22,1,111,106,0,16,106.4,105.54,40.76,1.9,22,22,1,0.5454545454545454,0.4583333333333333,4.909090909090909,78.04287857727273,11.276886275992828,8.339829791675914,8.339829791675914,8.729536598378962,8.729536598378962,2.791191023776706,2.791191023776706,1.9776794706409209,1.9776794706409209,2.768260191477429,2.768260191477429,1.9092754329185768,1.9092754329185768,8.06434593205822,13.22876094042959,37.66422971458336,12.410078007025048,13.077699864245323,23.113286308120266,15.793645858764648,9.528755790258998,15.784852951808888,45.00007090096668,10.907756108517752,11.660314886516629,21.45258661410516,14.164485931396484,8.168486455822235,13.524930781773262,39.29561653654725,13.810468048273238,14.516088437273714,28.0083516607038,16.475361347198486,9.713730351640733,16.221171474051975,46.99947874609179,12.103681305729696,12.979600400890948,24.251156960953683,14.33387191593647,8.06434593205822,13.22876094042959,37.66422971458336,12.410078007025048,13.077699864245323,23.113286308120266,15.793645858764648,9.528755790258998,15.784852951808888,45.00007090096668,10.907756108517752,11.660314886516629,21.45258661410516,14.164485931396484,8.168486455822235,13.524930781773262,39.29561653654725,13.810468048273238,14.516088437273714,28.0083516607038,16.475361347198486,9.713730351640733,16.221171474051975,46.99947874609179,12.103681305729696,12.979600400890948,24.251156960953683,14.33387191593647,2,2.0,3_6_2,4.0,"They're common in the Netherlands and Switzerland; German postal workers use them to get around and BMW offers one for about $3,000.",Adv,3.0,3.0
752,3_6_Ele_2,3.3687918186187744,3.3687916623715024,3.788705587387085,3.788705519472177,-0.06442,-10,400.0,8,5,5,6.0,3.0,5.0,6.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,3.0,1.0,85.0,15.0,5.0,1.0,1.0,5.0,40.0,7.0,5.0,2.0,15.0,-0.10476,0.07924,-0.0825172295494821,3.105252016666668,75.2,6.0,5.2,8.63,0.0,7.93,7.2,6.5,1,18,13,1,61,60,1,9,109.58,107.57,45.88,1.8,13,13,1,0.5384615384615384,0.5384615384615384,4.615384615384615,85.52558461538463,9.692278591757688,5.617974742244069,5.617974742244069,6.419301078869746,6.419301078869746,3.34940116063685,3.34940116063685,2.92939441414794,2.92939441414794,3.3442715616350496,3.3442715616350496,2.832529838215851,2.832529838215851,5.272752587841068,8.434572252031934,22.67207991427209,11.323438831926174,12.028190991786104,21.141390243268145,10.313533782958984,5.860282767149973,9.219950376969557,23.618834363149087,9.263971647417604,10.662466713730804,16.909877487273363,9.100815773010254,5.298170147543148,8.50574858344735,23.039485599606174,11.656257280686088,12.352423206041257,21.996783352590057,10.517184689641,6.0504504889483774,9.598291341903243,25.11254944456568,10.014306621082746,11.19308424500674,16.56244561656572,9.298192277550696,5.272752587841068,8.434572252031934,22.67207991427209,11.323438831926174,12.028190991786104,21.141390243268145,10.313533782958984,5.860282767149973,9.219950376969557,23.618834363149087,9.263971647417604,10.662466713730804,16.909877487273363,9.100815773010254,5.298170147543148,8.50574858344735,23.039485599606174,11.656257280686088,12.352423206041257,21.996783352590057,10.517184689641,6.0504504889483774,9.598291341903243,25.11254944456568,10.014306621082746,11.19308424500674,16.56244561656572,9.298192277550696,4,4.0,3_6_2,1.0,The US is different from other countries when it comes to electric bikes.,Ele,2.0,2.0
753,3_6_Ele_2,3.9394822120666495,3.939482019841671,4.951627731323242,4.951627577841282,-0.07571,1160,530.0,12,10,8,6.0,4.0,5.0,8.0,6.0,7.0,6.0,4.0,5.0,8.0,6.0,8.0,5.0,75.0,15.0,20.0,5.0,10.0,5.0,65.0,12.0,5.0,5.0,15.0,0.01886,0.19886,-0.0842115537238036,3.702056116666661,68.1,8.7,10.0,9.69,0.0,8.58,11.4,11.0,1,27,20,1,97,93,1,14,102.44,102.73,43.1,2.2,20,20,1,0.55,0.6190476190476191,4.7,41.49708,10.795155558675912,6.346138679981232,6.346138679981232,9.04983651638031,9.04983651638031,3.543162260760657,3.543162260760657,2.3841290732818763,2.3841290732818763,3.5261446682965856,3.5261446682965856,2.336444602540216,2.336444602540216,6.2412395641246015,10.231037733965362,29.929199943729166,14.409780960050336,14.4820345191602,30.43553327986596,16.49029378592968,8.544771085294984,14.934113632931735,51.31797593293088,25.323247518234464,25.33941249601914,56.60422455590322,24.35545372962952,6.296662314872092,10.366758778712365,30.521937698633813,14.8681485476877,14.931543040001372,32.37963393149367,16.510915936902165,8.650105081892288,15.15082116496263,52.14697464467838,25.663733628370228,25.694297771465177,58.69435827143173,24.422184750437737,6.2412395641246015,10.231037733965362,29.929199943729166,14.409780960050336,14.4820345191602,30.43553327986596,16.49029378592968,8.544771085294984,14.934113632931735,51.31797593293088,25.323247518234464,25.33941249601914,56.60422455590322,24.35545372962952,6.296662314872092,10.366758778712365,30.521937698633813,14.8681485476877,14.931543040001372,32.37963393149367,16.510915936902165,8.650105081892288,15.15082116496263,52.14697464467838,25.663733628370228,25.694297771465177,58.69435827143173,24.422184750437737,3,3.0,3_6_2,2.0,"Nearly 32 million e-bikes were sold in 2014, most of them in China, where people mostly use them for transportation.",Ele,2.0,2.0
754,3_6_Ele_2,3.974321126937866,3.974321174176617,4.205966949462891,4.20596696022484,-0.24932,-10,250.0,6,1,1,3.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,78.0,15.0,2.0,5.0,5.0,1.0,75.0,2.0,1.0,1.0,15.0,0.02709,0.21509,-0.2006261832640628,7.305392860000005,87.72,3.3,8.04,4.14,0.0,9.35,2.9,4.5,2,12,9,1,38,36,1,7,119.66,114.77,53.25,0.8,9,9,1,0.5555555555555556,0.5555555555555556,4.0,60.453333333333326,9.616255035184118,7.13282504843341,7.13282504843341,6.694129904111226,6.694129904111226,2.691161041585676,2.691161041585676,2.459403749475617,2.459403749475617,2.6805401335953625,2.6805401335953625,2.393900226514941,2.393900226514941,5.991922389722701,9.143503560541127,21.94671427830686,6.151502576977308,6.2062354491763365,13.621808461690572,7.635916709899902,6.432686174703881,9.958922370170423,24.563658485421698,6.872580511865023,7.458241159877496,18.51572591173499,8.253059387207031,6.029088411035574,9.238784425856664,22.39029160572573,6.510545347362071,6.560421488155135,14.73175735070117,7.732976868748665,6.591696359601626,10.305413520553689,25.950082933446325,7.703688615328771,8.193382289083505,20.70572885866208,8.339011155068874,5.991922389722701,9.143503560541127,21.94671427830686,6.151502576977308,6.2062354491763365,13.621808461690572,7.635916709899902,6.432686174703881,9.958922370170423,24.563658485421698,6.872580511865023,7.458241159877496,18.51572591173499,8.253059387207031,6.029088411035574,9.238784425856664,22.39029160572573,6.510545347362071,6.560421488155135,14.73175735070117,7.732976868748665,6.591696359601626,10.305413520553689,25.950082933446325,7.703688615328771,8.193382289083505,20.70572885866208,8.339011155068874,2,2.0,3_6_2,3.0,"They are popular in many parts of Europe, too.",Ele,3.0,3.0
755,3_6_Ele_2,5.022864818572998,5.022864843669691,6.007448196411133,6.007448585409867,-0.49338,770,530.0,11,15,10,7.0,6.0,10.0,8.0,8.0,8.0,6.0,4.0,8.0,8.0,7.0,7.0,5.0,65.0,15.0,30.0,20.0,12.0,10.0,60.0,20.0,10.0,5.0,15.0,0.08446,0.26246,-0.0393424380048622,-6.338486520000004,77.57,7.2,7.6,11.43,0.0,12.89,12.6,8.5,5,24,19,1,99,94,0,14,109.46,109.14,40.56,1.7,19,19,1,0.5789473684210527,0.5238095238095238,5.052631578947368,74.86980677368422,11.856545524527755,8.255509928653115,8.255509928653115,8.49540935064617,8.49540935064617,3.195476073781229,3.195476073781229,2.2110366897850686,2.2110366897850686,3.1703987799551334,3.1703987799551334,2.1442731868151106,2.1442731868151106,7.942058518584522,12.736876053938902,33.81619325194016,8.587120622389588,9.250670041452848,17.097717997883095,10.595779418945312,9.796293324062896,16.167194427475636,45.35501039566091,9.267424246554755,10.340582280076704,19.24550151560806,11.98667335510254,8.04436829193173,13.010746269190005,35.1473698027099,9.665749079741378,10.370782565705348,20.847673768390727,11.029279947280884,9.978174760340444,16.592910895214285,47.23953883315568,10.345359282123887,11.561299767795015,22.61310590407086,12.180411875247955,7.942058518584522,12.736876053938902,33.81619325194016,8.587120622389588,9.250670041452848,17.097717997883095,10.595779418945312,9.796293324062896,16.167194427475636,45.35501039566091,9.267424246554755,10.340582280076704,19.24550151560806,11.98667335510254,8.04436829193173,13.010746269190005,35.1473698027099,9.665749079741378,10.370782565705348,20.847673768390727,11.029279947280884,9.978174760340444,16.592910895214285,47.23953883315568,10.345359282123887,11.561299767795015,22.61310590407086,12.180411875247955,2,2.0,3_6_2,4.0,"They're common in the Netherlands and Switzerland; German postal workers use them and BMW sells one for about $3,000.",Ele,2.0,2.0
756,3_6_Adv_3,3.742135524749756,3.742135944962501,4.785971641540527,4.785971114536126,-0.12323,1070,1310.0,12,20,15,7.0,4.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,7.0,9.0,5.0,70.0,15.0,20.0,35.0,15.0,10.0,65.0,18.0,15.0,12.0,15.0,0.1832,0.3199,-0.0245005322002927,-4.025477458823531,34.6,15.4,16.91,13.23,0.0,9.54,18.0,20.0,7,47,28,1,151,146,5,15,76.28,74.26,34.82,4.1,30,28,1,0.5714285714285714,0.4642857142857143,4.866666666666666,23.63742576666667,13.61972643173352,6.398789494112134,6.398789494112134,8.126835439105829,8.126835439105829,4.009764806848263,4.009764806848263,2.9659784083871745,2.9659784083871745,3.999736012679555,3.999736012679555,2.935638681682381,2.935638681682381,5.693259936373119,8.874772839513476,22.796207453214947,8.792537537339378,9.009807099814656,18.596633368013915,10.57874584197998,7.708318449484119,12.676449625213928,35.90851847124078,13.003352627679318,13.037735738358428,31.721580073117,12.923866033554075,5.753222512894069,9.0436760465513,23.61072923722229,9.5319002852104,9.73992114457234,21.402569286455176,10.94751849770546,7.8696727546396925,13.152046129686674,38.52856952172775,15.332075309888198,15.356127320663663,39.87618116816226,12.920145054347811,5.693259936373119,8.874772839513476,22.796207453214947,8.792537537339378,9.009807099814656,18.596633368013915,10.57874584197998,7.708318449484119,12.676449625213928,35.90851847124078,13.003352627679318,13.037735738358428,31.721580073117,12.923866033554075,5.753222512894069,9.0436760465513,23.61072923722229,9.5319002852104,9.73992114457234,21.402569286455176,10.94751849770546,7.8696727546396925,13.152046129686674,38.52856952172775,15.332075309888198,15.356127320663663,39.87618116816226,12.920145054347811,5,5.0,3_6_3,1.0,"Electric bikes are different from motorcycles or mopeds, which rely on motorized power; they are bicycles that can be pedaled with - or without - assistance from an electric motor.",Adv,3.0,3.0
757,3_6_Adv_3,4.742022037506104,4.74202279494174,5.876699924468994,5.87670018067283,-0.20838,1090,830.0,12,15,15,7.0,6.0,8.0,8.0,12.0,8.0,7.0,6.0,8.0,8.0,9.0,8.0,20.0,65.0,25.0,38.0,10.0,12.0,10.0,60.0,20.0,15.0,5.0,15.0,0.21334,0.36534,0.104898937381457,-3.6909839950000105,56.93,13.0,16.27,10.46,0.0,11.8,16.7,18.5,5,44,31,1,149,145,3,23,91.22,87.41,38.98,2.9,31,31,1,0.5625,0.4848484848484848,4.741935483870968,70.12998838709676,11.691281133332144,7.61088972418539,7.61088972418539,8.610812162199329,8.610812162199329,3.361769490580305,3.361769490580305,2.226901683270832,2.226901683270832,3.356010793484618,3.356010793484618,2.196176462861009,2.196176462861009,7.546514356234315,12.259038014271292,34.12980900288721,11.643159038666749,11.928036854228576,21.923930397022424,15.222103357315063,9.854576114076872,16.861009870716995,51.95714483228899,17.41946307031629,18.239422063731595,35.726708345982566,18.173429489135746,7.542651340060299,12.231758779737996,33.95073512402624,11.409436409562966,11.700494675520828,20.76683289953362,14.955951379728504,9.928260219197451,17.03333121555048,52.82855185193174,17.928789376397546,18.80533675845076,36.47617450527126,18.07866378128529,7.546514356234315,12.259038014271292,34.12980900288721,11.643159038666749,11.928036854228576,21.923930397022424,15.222103357315063,9.854576114076872,16.861009870716995,51.95714483228899,17.41946307031629,18.239422063731595,35.726708345982566,18.173429489135746,7.542651340060299,12.231758779737996,33.95073512402624,11.409436409562966,11.700494675520828,20.76683289953362,14.955951379728504,9.928260219197451,17.03333121555048,52.82855185193174,17.928789376397546,18.80533675845076,36.47617450527126,18.07866378128529,3,2.5,3_6_3,2.0,Riding an e-bike feels like riding a conventional bike with a brisk tailwind; the motor helps you go faster or climb hills but it's typically not the primary source of propulsion.,Adv,2.0,2.0
758,3_6_Adv_3,6.021871566772461,6.021871326025575,7.288930416107178,7.288930622860789,-0.99255,1200,470.0,11,20,15,6.0,4.0,5.0,8.0,9.0,8.0,6.0,4.0,7.0,8.0,6.0,5.0,5.0,70.0,15.0,20.0,15.0,10.0,5.0,70.0,14.0,9.0,8.0,15.0,0.0908,0.2688,-0.0561660525823602,-7.030415272727268,55.24,9.5,13.9,12.53,0.0,15.29,12.2,11.0,6,25,16,1,87,83,3,10,94.52,93.49,39.28,3.0,16,16,1,0.5263157894736842,0.631578947368421,5.3125,28.033452562500003,13.528629184309098,8.49756720662117,8.49756720662117,10.517724722623823,10.517724722623823,3.3554734276710825,3.3554734276710825,2.0881173080867903,2.0881173080867903,3.3361872196653586,3.3361872196653586,2.040670050193281,2.040670050193281,10.437533630007788,18.589746816113788,63.18333025987171,26.920559519426988,30.20966149098603,40.30662654255499,20.163011744618416,12.83007419807752,23.06825430702581,78.7740936136394,25.64145480226525,31.01389671930305,37.93235313759443,18.22692960500717,10.479520117750036,18.67750104053894,63.55063288217921,27.055212581687083,30.414640987594,41.057167883666914,20.22318409010768,12.99398172878094,23.51561834950541,81.35131021321216,27.524713739097987,33.11935842397834,42.48151073930509,18.77107793092728,10.437533630007788,18.589746816113788,63.18333025987171,26.920559519426988,30.20966149098603,40.30662654255499,20.163011744618416,12.83007419807752,23.06825430702581,78.7740936136394,25.64145480226525,31.01389671930305,37.93235313759443,18.22692960500717,10.479520117750036,18.67750104053894,63.55063288217921,27.055212581687083,30.414640987594,41.057167883666914,20.22318409010768,12.99398172878094,23.51561834950541,81.35131021321216,27.524713739097987,33.11935842397834,42.48151073930509,18.77107793092728,2,2.0,3_6_3,3.0,"Unlike mopeds, e-bicycles are usually permitted on bike paths and they can't travel faster than 20mph.",Adv,2.0,2.0
756,3_6_Ele_3,4.089499950408936,4.08950036076399,5.448885440826416,5.448885186360433,0.10016,980,720.0,8,15,20,6.0,3.0,8.0,8.0,12.0,7.0,6.0,3.0,6.0,8.0,8.0,8.0,5.0,75.0,15.0,20.0,5.0,8.0,5.0,75.0,22.0,25.0,7.0,15.0,-0.008,0.11485,-0.0079276607921634,-4.54999297142858,55.58,11.5,11.27,12.02,0.0,8.77,15.1,15.0,4,37,24,1,125,120,2,14,92.36,86.79,38.3,3.3,26,24,1,0.5416666666666666,0.4583333333333333,4.615384615384615,18.74170153846153,13.83791939281056,5.855365701879446,5.855365701879446,8.048726379871368,8.048726379871368,3.553873690915109,3.553873690915109,2.194411386140007,2.194411386140007,3.541669702701175,3.541669702701175,2.155468278770257,2.155468278770257,6.456903877969316,10.423194407534105,28.516354350307985,11.79234501231641,11.806451256687655,24.07545400880097,11.812214851379396,8.976786608945536,15.103007123563234,44.89205473366711,15.20086574999224,15.428968649804208,33.72622727063943,13.930354118347168,6.523961492246723,10.625442020319149,29.686442831912125,12.862468139712096,12.873824393092882,27.89580827155769,12.81512463092804,9.108770242564386,15.459062068946848,46.82325486482056,16.706150276041722,16.972968290564094,39.46601831022287,13.939659744501114,6.456903877969316,10.423194407534105,28.516354350307985,11.79234501231641,11.806451256687655,24.07545400880097,11.812214851379396,8.976786608945536,15.103007123563234,44.89205473366711,15.20086574999224,15.428968649804208,33.72622727063943,13.930354118347168,6.523961492246723,10.625442020319149,29.686442831912125,12.862468139712096,12.873824393092882,27.89580827155769,12.81512463092804,9.108770242564386,15.459062068946848,46.82325486482056,16.706150276041722,16.972968290564094,39.46601831022287,13.939659744501114,5,5.0,3_6_3,1.0,"Electric bikes are different from motorcycles or mopeds, which use motors; you pedal an electric bike with - or without - help from an electric motor.",Ele,2.0,2.0
757,3_6_Ele_3,4.740390300750732,4.740390350818634,5.40639591217041,5.406395890712738,-0.02012,640,160.0,9,1,5,6.0,3.0,6.0,6.0,7.0,4.0,6.0,3.0,5.0,6.0,8.0,4.0,5.0,70.0,15.0,15.0,15.0,2.0,10.0,65.0,12.0,10.0,4.0,15.0,-0.02346,0.13521,-0.0563035134909563,2.141675262500001,79.94,8.3,10.0,6.91,0.0,9.3,11.0,12.5,1,30,25,1,106,103,0,20,109.34,107.08,46.49,1.7,25,25,1,0.5384615384615384,0.5,4.16,55.91364,11.159285731135764,7.485812520980835,7.485812520980835,8.529712619781494,8.529712619781494,2.994647620537496,2.994647620537496,2.328524756052709,2.328524756052709,2.9886780121300287,2.9886780121300287,2.279601948371335,2.279601948371335,7.370557276225764,11.606073150585546,29.63613148261725,7.164930634684628,7.448071922043373,12.615945596870011,10.799314975738524,8.802499184467225,14.582145115693017,41.7546870767911,12.524415787965529,12.713764074466098,24.80656363566632,15.015235424041748,7.355532419008579,11.540268118127209,29.24618047831718,6.7183475716912,7.007877474573185,10.837651343111064,10.796664038673043,8.901757101828913,14.790804755692571,42.69646481989828,12.934797507733608,13.169115941337928,24.98646954248386,15.314428359270096,7.370557276225764,11.606073150585546,29.63613148261725,7.164930634684628,7.448071922043373,12.615945596870011,10.799314975738524,8.802499184467225,14.582145115693017,41.7546870767911,12.524415787965529,12.713764074466098,24.80656363566632,15.015235424041748,7.355532419008579,11.540268118127209,29.24618047831718,6.7183475716912,7.007877474573185,10.837651343111064,10.796664038673043,8.901757101828913,14.790804755692571,42.69646481989828,12.934797507733608,13.169115941337928,24.98646954248386,15.314428359270096,3,3.0,3_6_3,2.0,Riding an e-bike feels like riding a normal bike with a strong wind behind you; the motor just helps you go faster or climb hills.,Ele,2.0,2.0
