unique_paragraph_id,Llama-2 7B Mean,Llama-2 13B Mean,OPT 6.7B Mean,Pythia 2.8B Mean,Pythia 6.9B Mean,GPT-J 6B Mean,Mistral-v0.1 7B Mean,Mistral-v0.3 7B Mean,Mistral-Instruct-v0.3 7B,GPT-2 117M Mean,GPT-2 345M Mean,GPT-2 774M Mean,GPT-2 1558M Mean,GPT-Neo 125M Mean,GPT-Neo 1.3B Mean,GPT-Neo 2.7B Mean,OPT 350M Mean,OPT 1.3B Mean,OPT 2.7B Mean,Pythia 70M Mean,Pythia 160M Mean,Pythia 410M Mean,Pythia 1B Mean,Pythia 1.4B Mean,Gemma 7B Mean,Recurrent-Gemma 9B Mean,Gemma-2 9B Mean,GEMMA-2 27B,RWKV-4 169M Mean,RWKV-4 430M Mean,RWKV-4 3B Mean,RWKV-4 7B Mean,Mamba 370M Mean,Mamba 790M Mean,Mamba 1.4B Mean,Mamba 2.8B Mean
2_1_Ele_1,2.4192133,2.3170705,2.741141,2.8979938,2.86125,2.7558236,2.3353338,2.3343344,2.3714647,3.6709387,3.372027,3.1925676,3.032057,3.618117,3.0545852,2.9949384,3.3913672,2.930882,2.7421088,4.256545,3.818943,3.379862,3.0880015,2.9857023,2.3563826,2.4766557,2.5077496,2.3595953,3.708875,3.4692075,2.7558146,2.6579883,3.1902428,2.9753537,2.9411082,2.780868
2_1_Ele_2,3.3115826,3.2119741,3.4568343,3.7157881,3.555384,3.5177226,3.1021378,3.1495786,3.211615,4.2809443,4.1178584,3.9674666,3.7145624,4.404194,3.7864993,3.6968558,4.237567,3.8210669,3.6207154,4.9552865,4.512384,4.200909,4.030436,3.746647,3.26154,3.1840303,3.3304057,2.9940479,4.33833,4.023218,3.5031579,3.3805392,3.903264,3.6538327,3.6615353,3.526137
2_1_Ele_3,3.2112463,3.1325464,3.4016058,3.5857887,3.4016001,3.330801,3.1548557,3.1650467,3.1835337,4.196307,3.9197092,3.8190465,3.8475173,4.39203,3.985628,3.8805258,4.1961293,3.4998877,3.4323065,4.9292736,4.4479694,4.0813837,3.8663495,3.9145656,3.1775844,3.2479775,3.231116,3.1291246,4.1451845,4.0089207,3.5499325,3.5166748,4.024276,3.700751,3.5558484,3.5996933
2_1_Ele_4,2.9166594,2.8553023,3.107711,3.253834,3.246541,3.1635234,2.919645,2.9287074,3.0446694,4.110131,3.7042997,3.5860567,3.24855,4.1587324,3.5747461,3.4088302,3.7356884,3.302361,3.1217463,4.823522,4.275831,3.9251943,3.5474212,3.5232027,2.9965174,2.9472628,3.0320284,2.940561,4.0084734,3.823896,3.2640748,3.0631526,3.598728,3.3161204,3.2705846,3.063411
2_1_Ele_5,3.5417902,3.5745666,3.6566966,4.016615,3.8559334,3.788317,3.4918408,3.476678,3.5690014,4.6284833,4.4443326,4.2049994,4.2379713,4.678451,4.189915,4.066169,4.4437475,4.030781,3.8218327,5.278767,4.8690042,4.3771143,4.2232184,4.110836,3.519759,3.564453,3.5827332,3.289617,4.624431,4.347829,3.9026194,3.7472098,4.1650095,4.01793,3.9894667,3.7780476
2_1_Ele_6,3.402042,3.262923,3.573758,3.7722414,3.7524247,3.7178001,3.3493736,3.3604429,3.499293,4.1623936,4.0516815,3.916378,3.8064191,4.3811946,3.8195324,3.881505,4.062558,3.9187539,3.7307904,4.7310038,4.443998,4.0225606,3.9962475,3.9437528,3.3623426,3.3784554,3.512025,3.1889863,4.2595596,3.936695,3.692105,3.6742926,3.968259,3.8536785,3.6536639,3.6649966
2_2_Adv_1,3.6911464,3.5880094,4.110394,3.9682167,3.9284475,3.8816597,3.5070436,3.5626829,3.7182422,5.1743913,4.729879,4.4944,4.2929087,5.1563263,4.488241,4.1856136,4.944482,4.319189,4.089112,5.7346625,5.17241,4.554922,4.502986,4.2107944,3.56862,3.6186545,3.9746726,3.406977,4.7823763,4.3770056,4.0220904,3.6651034,4.519556,4.050924,4.0127034,3.910266
2_2_Adv_2,3.8451016,3.6581354,3.9494023,4.03295,3.909918,3.8305545,3.7107344,3.7118945,3.8324442,4.9550242,4.4940615,4.369221,4.314074,5.070154,4.3128033,4.0667186,4.7422276,4.2619314,4.1133456,5.6191545,5.008862,4.535597,4.3147497,4.2568126,3.6615784,3.7436676,3.8991818,3.5462837,4.944135,4.4769745,4.0506997,3.9661996,4.2903686,4.241156,4.044578,3.8917727
2_2_Adv_3,3.8712635,3.7607093,3.995046,3.9475205,4.004651,4.06507,3.8117182,3.8078694,3.9669666,5.0816455,4.613981,4.4060545,4.204583,5.0947003,4.2723804,4.28498,4.902463,4.2739067,4.226498,5.8564663,5.1398854,4.7463202,4.4855986,4.30995,3.8379066,3.8081024,4.2010255,3.722581,5.034285,4.659579,4.175706,3.8519323,4.5182,4.24191,4.127723,4.001051
2_2_Adv_4,4.6865964,4.248136,4.7780004,5.007962,4.7905536,4.813561,4.299293,4.425959,4.567257,6.0829024,5.5905986,5.4696155,5.1729383,6.5425715,5.3323555,5.2984533,6.0458,5.1376967,5.025043,7.39436,6.393337,5.722804,5.7553573,5.25757,4.2476006,4.42105,4.717846,4.2229104,6.30028,5.751217,4.9530873,4.623319,5.5418515,5.285699,5.13717,4.917984
2_2_Adv_5,3.3346655,3.3163855,3.5971324,3.7949321,3.6564753,3.5445983,3.1984909,3.2236388,3.3096585,4.5836983,4.1521616,4.014744,3.9176502,4.6938043,4.0260267,3.886644,4.451415,3.9295795,3.6845737,5.1627526,4.7785125,4.2524505,3.949058,3.8588204,3.2777078,3.2918453,3.4785209,3.2018814,4.67151,4.3336296,3.72933,3.604674,4.146905,4.011217,3.8559067,3.6260226
2_2_Adv_6,3.0575795,3.0295653,3.341659,3.3959467,3.2997942,3.3593528,3.1863916,3.171361,3.2717266,4.04034,3.6382995,3.3713462,3.3812687,4.3385563,3.7103868,3.3883147,3.9870076,3.5187817,3.3682978,4.8014107,4.430293,3.9373016,3.6726947,3.4952016,3.0658646,3.3093622,3.2370403,3.0327399,4.184588,3.7549121,3.3252864,3.3329911,3.7654295,3.560795,3.3993425,3.233504
2_2_Ele_1,3.4184656,3.3005912,3.724023,3.6996474,3.621776,3.5675588,3.2804463,3.281212,3.4273171,4.511851,4.2869153,4.0204544,3.8846316,4.5855203,4.017077,3.8807724,4.417339,4.0424976,3.8069925,5.0784154,4.6768293,4.1756763,4.1953654,3.9606686,3.285148,3.2754674,3.6468234,3.266724,4.4552345,4.102046,3.7278402,3.4300134,4.115603,3.7725387,3.6831207,3.55351
2_2_Ele_2,3.454821,3.2482061,3.6296952,3.6705582,3.5542998,3.635543,3.2808743,3.279067,3.5091743,4.370453,3.9561403,3.7804327,3.762248,4.4671984,3.8403282,3.7611423,4.1958504,3.8305864,3.6970963,4.8951755,4.5031004,4.0983987,3.9132323,3.8227625,3.3164687,3.4243937,3.3529344,3.1764965,4.464135,4.0958686,3.6205187,3.6000612,3.8776445,3.8257053,3.6057339,3.586646
2_2_Ele_3,3.7415907,3.6706936,3.7273247,3.8031929,3.7641864,3.6924713,3.6204844,3.634677,3.8320863,4.5819044,4.2664843,4.123969,3.88246,4.662331,3.954566,3.9645605,4.3745,3.9902925,3.8827784,5.420766,4.687814,4.3353777,4.139632,4.001213,3.659134,3.5267859,3.841607,3.6303465,4.525543,4.1049523,3.8488784,3.7010496,4.018103,3.9100611,4.0098205,3.8709376
2_2_Ele_4,4.288321,3.9983015,4.3055987,4.52116,4.3948,4.3596764,3.8067594,3.883786,3.963976,5.222334,4.8402843,4.9096227,4.6407638,5.5739665,4.7528567,4.688685,5.20343,4.6295824,4.4437437,6.3919,5.7711906,4.9737244,5.047613,4.806993,3.865752,3.9867334,4.1571875,4.064907,5.5303216,5.1911607,4.520483,4.3399634,5.1029296,4.897932,4.5001016,4.293196
2_2_Ele_5,3.268183,3.1711037,3.4560647,3.4841852,3.468648,3.4013052,3.243633,3.2623477,3.3543966,4.1462245,3.7764263,3.5830538,3.5466626,4.146101,3.6569798,3.6051,4.072066,3.519357,3.4718616,4.8510556,4.3910546,3.9440951,3.7833571,3.668012,3.1880047,3.3033364,3.3839524,3.077095,4.178501,3.9106398,3.5628865,3.3495398,3.7488332,3.6595354,3.5580673,3.505809
2_2_Ele_6,2.9670482,3.016139,3.2738252,3.2336996,3.1346033,3.1919298,3.045262,3.0305862,3.0973113,3.9010575,3.618875,3.268349,3.355527,4.0475082,3.6051495,3.324001,3.850422,3.520125,3.2825596,4.4628983,4.2070446,3.7772589,3.5861802,3.3894632,2.9771428,3.1313205,3.0829592,2.9402568,4.0315914,3.6558797,3.193411,3.13481,3.6633916,3.302002,3.1873572,3.080509
2_3_Adv_1,2.765443,2.613341,3.0094671,3.131852,3.0797951,3.013215,2.6775362,2.719137,2.8132029,3.5564718,3.2992418,3.134145,3.0648208,3.6753287,3.2267904,3.1179447,3.5058541,3.227948,3.07386,4.2859564,3.7454207,3.4088035,3.3379688,3.2213163,2.8184223,2.8854718,2.857824,2.6024082,3.5966077,3.3499818,3.123831,3.0066159,3.3642805,3.29424,3.1095576,3.0641396
2_3_Adv_2,2.9563236,2.8295567,3.1534135,3.2286174,3.1167595,3.1056077,2.8779073,2.892859,2.9410157,3.9045577,3.6585553,3.4730184,3.349613,4.1961684,3.3894475,3.314531,3.7869027,3.3473058,3.225166,4.7550273,4.1204395,3.7002542,3.4937901,3.4263062,3.007279,2.899516,2.911956,2.8391244,3.9784508,3.6665251,3.1614146,3.0555625,3.5541527,3.3619583,3.2658691,3.068276
2_3_Adv_3,2.5086505,2.4050229,2.6582603,2.672705,2.6146836,2.6717565,2.428662,2.4270966,2.4742925,3.1604555,2.9244835,2.8480396,2.750926,3.2658794,2.8262532,2.7387083,3.050399,2.8641772,2.7466834,3.7643871,3.293802,2.9258797,2.929905,2.7997599,2.50388,2.5543153,2.547918,2.3839936,3.230576,2.8833477,2.725429,2.627326,2.8057973,2.7650597,2.7433147,2.7022781
2_3_Adv_4,2.9444368,2.9378912,3.096129,3.2715406,3.171214,3.1513693,2.9283392,2.9523866,2.955043,3.7555292,3.5493233,3.4177704,3.330946,3.9397929,3.3444207,3.2723665,3.684973,3.3060005,3.1980462,4.3550887,3.9431825,3.7478576,3.4614308,3.335061,2.917431,2.975644,3.0590608,2.8211582,3.85154,3.59933,3.3019738,3.1839576,3.4826407,3.3349438,3.213805,3.0918698
2_3_Ele_1,2.6650007,2.5947635,2.7472315,2.947112,2.9574735,2.891453,2.5435324,2.5825257,2.6356137,3.4952092,3.190952,3.059211,2.905238,3.530422,3.1277683,2.963214,3.3352542,2.9546225,2.8574517,4.045902,3.5856261,3.2659214,3.1955025,3.0491812,2.7022293,2.7512283,2.747078,2.5017126,3.47858,3.2087429,2.957607,2.856729,3.1219692,3.0999491,2.9741724,2.9089265
2_3_Ele_2,3.1373072,2.9461114,3.34623,3.4131444,3.1946263,3.3224323,3.054811,3.0980475,3.2198663,4.149066,3.828424,3.5752263,3.379114,4.3785744,3.444766,3.3610811,3.9680872,3.4641974,3.3643057,4.990272,4.4467974,3.8425074,3.638087,3.5094028,3.131456,3.0392637,3.0506642,2.993813,4.23716,3.7883646,3.4093592,3.159187,3.5947,3.4097772,3.3616621,3.212483
2_3_Ele_3,2.7992342,2.6475081,2.9172885,2.9188104,2.8715467,2.911024,2.7638526,2.804535,2.900404,3.2948947,3.1284966,2.9023476,2.8389013,3.516614,2.956848,2.890228,3.128828,2.9963849,2.983918,3.8816528,3.748722,3.0968153,3.1450853,2.959329,2.7671409,2.7195714,2.7285128,2.6048164,3.4758399,3.126194,2.9698262,2.923505,3.049085,2.9105988,2.9257007,2.887406
2_3_Ele_4,3.1517375,3.0838284,3.2585382,3.4752555,3.3405273,3.2715933,3.0781815,3.091919,3.0914602,3.7729342,3.597495,3.4540179,3.4237235,4.1279144,3.331612,3.44345,3.7659383,3.4670928,3.3626285,4.516635,4.14182,3.7003682,3.5945766,3.4046395,3.0694904,3.1337461,3.1000206,2.9737828,3.8903747,3.5294476,3.388849,3.2747173,3.5687377,3.417804,3.3697844,3.165713
2_4_Adv_1,2.3427594,2.105324,2.6742277,3.0516336,2.7822468,2.7936897,2.1229448,2.168985,2.2040384,4.1375184,3.6135101,3.2902243,3.0237715,4.6047535,3.4406667,3.2150764,4.068135,3.1914136,3.0465045,5.0859346,4.691714,3.7638292,3.5892873,3.318993,2.3225029,2.3753529,2.466655,2.1380315,4.358016,3.9270902,2.9741428,2.720133,3.5454428,3.2902944,3.0675716,2.761207
2_4_Adv_2,2.8709605,2.653669,3.429426,3.4816608,3.4413342,3.3905828,2.6272433,2.6848667,2.725053,4.967953,4.256234,3.929464,3.600333,5.363088,4.116132,3.6899726,5.064431,4.1120515,3.8074071,5.9994555,5.099608,4.5314603,4.0478845,3.9633408,2.7685156,2.7603426,2.667252,2.4581506,5.1427455,4.3394766,3.5964723,3.33259,4.397689,3.9046693,3.626759,3.3383877
2_4_Adv_3,2.1596484,2.1033702,2.729049,2.8206034,2.6800654,2.6714544,2.0328836,2.082118,2.1703224,4.075801,3.4382925,3.0578537,2.799027,3.949897,3.2874503,2.9887786,3.8981836,3.267342,2.9813964,4.5978003,4.020366,3.3929408,3.2725127,3.0113232,2.1943226,2.1898448,2.0488415,2.0517035,3.7717125,3.3717222,2.90345,2.472681,3.2190235,3.0660374,2.7512155,2.596946
2_4_Adv_4,2.9862938,2.4778466,3.8397744,4.1735754,3.9900708,3.727505,2.8244386,2.833833,3.0270925,5.703032,5.0991974,4.6803513,4.311103,5.8179865,4.941301,4.6087894,5.8693185,4.816663,4.4686847,6.626514,5.970218,5.2802067,4.960683,4.602096,3.2482307,3.2795644,3.0015745,2.7075086,5.57315,5.081131,3.8971002,3.5387292,4.932383,4.350211,4.112989,3.5421422
2_4_Adv_5,3.6076975,3.4310927,4.076115,4.2885656,3.9597244,3.9441192,3.4082112,3.450487,3.534383,5.055179,4.502199,4.5790386,4.254212,5.0708528,4.365182,4.347628,4.946032,4.499455,4.1594586,5.510809,5.174149,4.7764645,4.5454736,4.5583158,3.7872589,3.7493303,3.7304082,3.301879,5.0655766,4.5451865,4.1209707,3.8281193,4.5955973,4.3949265,4.128648,3.9060552
2_4_Adv_6,3.6356452,3.303085,4.092519,4.16701,4.2046847,4.018188,3.419491,3.4867363,3.6864672,5.3648534,4.9101305,4.601278,4.450948,5.62776,4.809491,4.3810744,5.2157645,4.653036,4.3955917,6.2430644,5.7400312,4.9725494,4.658641,4.5103354,3.3580716,3.329226,3.2848215,3.2422037,5.2855277,4.736208,4.1974716,3.954868,4.8422103,4.4576564,4.3569746,3.969572
2_4_Adv_7,3.1539903,2.9374735,3.414651,3.6881378,3.3866897,3.3687599,3.1215863,3.171547,3.2258675,5.0802627,4.2952886,3.9636905,3.727381,5.2709355,3.9400487,3.677838,4.914141,4.048915,3.7157795,5.7881346,5.36136,4.368942,4.0134077,3.9342,2.904767,3.0338156,3.152638,2.717801,4.948319,4.326964,3.5993397,3.2065227,4.178856,3.7908192,3.531837,3.3024316
2_4_Ele_1,2.2824047,2.124703,2.6511803,2.6794043,2.6209097,2.6294937,2.1359663,2.1835487,2.3078043,3.5608134,3.1607873,2.8555799,2.7387724,3.7983358,2.8500714,2.7389317,3.4276617,2.9345965,2.8070772,4.2406626,3.8092353,3.1143444,2.922557,2.7996569,2.2835317,2.3064213,2.3385704,1.9504585,3.749472,3.2751799,2.7193043,2.5598092,3.0468426,2.8539615,2.7076113,2.5711472
2_4_Ele_2,2.5895329,2.390992,2.9167943,3.112711,3.0998056,2.9430027,2.4739268,2.5049977,2.561475,3.9847376,3.5986278,3.18438,3.0065646,4.140302,3.36256,3.290142,3.866102,3.3384862,3.0765514,4.48897,3.973206,3.4866588,3.3610196,3.1455753,2.429789,2.5532525,2.4043357,2.2779858,3.8378532,3.3821316,3.031514,2.8131428,3.4526608,3.1439679,3.1358218,2.8832078
2_4_Ele_3,2.3198366,2.202862,2.8716798,3.0229425,2.832339,2.8297646,2.1763852,2.2181118,2.346136,4.2824793,3.6391482,3.1679132,2.9069088,4.214499,3.5399313,3.1911435,4.0839825,3.399401,3.2415087,5.050984,4.1787353,3.5912817,3.473466,3.2227137,2.278046,2.3215399,2.184621,2.1047196,3.9134758,3.5641873,2.931552,2.6210642,3.43494,3.256029,2.9487727,2.9342344
2_4_Ele_4,3.3021955,3.075265,3.9506595,4.1622343,3.9636335,3.7617493,3.181995,3.1325781,3.2547436,5.729342,5.06622,4.617597,4.4324684,5.853922,4.8081517,4.5198,5.6539664,4.85252,4.5244737,6.4318323,5.8627863,5.21634,4.940793,4.5590014,3.4640841,3.3177705,3.2663915,3.1255605,6.020194,5.2270966,4.250084,3.847097,4.962275,4.566949,4.2299595,3.7627108
2_4_Ele_5,3.6085002,3.3232467,4.0094113,4.146165,3.9654303,3.9578319,3.3797042,3.5056634,3.5824378,4.9160404,4.5162334,4.451393,4.2993274,5.001128,4.4255095,4.2376914,4.8734736,4.389504,4.094241,5.268982,5.10228,4.700304,4.495562,4.3952465,3.822943,3.8418355,3.7247374,3.1856318,4.9160256,4.5257382,4.0845394,3.9427228,4.4285326,4.2546864,4.1646733,3.9389458
2_4_Ele_6,3.4960914,3.3231215,3.8071156,3.8338094,3.8190944,3.8520408,3.380696,3.3670712,3.4561372,4.9006443,4.5661,4.2776284,4.147747,5.0616217,4.2855325,4.2132173,4.6960955,4.234358,4.000334,5.4783373,5.080611,4.5584626,4.179115,4.0056353,3.497841,3.4258733,3.4461372,3.1387851,4.7349634,4.339101,3.9257221,3.6965377,4.3459396,4.0773673,3.9766273,3.7270398
2_4_Ele_7,3.2687697,3.0784378,3.5718064,3.7348652,3.5613298,3.481554,3.2133784,3.1880083,3.3367078,4.6545315,4.0496764,3.852352,3.8309956,4.957216,3.9656413,3.8111916,4.480992,3.9938793,3.7164202,5.2544374,4.9200025,4.1967373,4.061563,3.950178,3.0472684,3.1463556,3.2694087,3.0360658,4.5518475,4.1983914,3.8251448,3.4507,4.0768347,3.7647939,3.7306845,3.493606
2_5_Adv_1,3.13362,3.011766,3.299446,3.359379,3.192746,3.2880483,3.0682235,3.0621285,3.1906385,4.0150094,3.759471,3.572438,3.365503,4.4020753,3.597273,3.4385448,3.9232838,3.5885036,3.4938455,5.186975,4.510156,3.8356187,3.5836935,3.5232966,3.1234848,3.0398438,3.0966823,2.9890127,4.3785043,3.797694,3.3464098,3.2452216,3.8456855,3.5149815,3.530031,3.2732
2_5_Adv_2,3.0684876,2.9229324,3.2564836,3.3690577,3.206619,3.2235918,3.0093248,3.0368702,3.115807,4.093763,3.7546954,3.537466,3.394148,4.3174367,3.6237524,3.3926122,3.9806418,3.5060966,3.3660216,4.850128,4.42782,3.84713,3.6208615,3.551496,3.0140126,2.990038,3.0625691,2.8675501,4.267294,3.831146,3.3643143,3.180871,3.6938138,3.5273335,3.3199244,3.2194195
2_5_Adv_3,2.784686,2.5166388,3.2558606,3.4368646,3.1161559,3.0980947,2.625163,2.660611,2.78,4.2841725,3.8080406,3.6696014,3.488782,4.5449495,3.7546294,3.2564218,4.302965,3.8250933,3.456586,5.1602383,4.394159,4.028677,3.760278,3.538249,2.7902756,2.861114,2.748586,2.4465995,4.2421703,3.9384885,3.1904755,3.0767603,3.8500528,3.500347,3.46167,3.177017
2_5_Adv_4,3.1829312,3.1202114,3.2267876,3.3358057,3.3845217,3.280052,3.1759007,3.168828,3.2442605,4.0161653,3.6504982,3.478337,3.210402,3.9692066,3.5058918,3.3522375,3.8780284,3.5189455,3.2760859,4.683367,4.1476274,3.7231207,3.7142015,3.4927778,3.2163875,3.2309763,3.262451,3.0086436,4.0720263,3.7937698,3.3588786,3.2262995,3.5895288,3.398233,3.4312472,3.3796015
2_5_Adv_5,3.7517533,3.593783,3.842178,3.887922,3.7635074,3.8192832,3.526395,3.550469,3.6510262,4.6452975,4.2958126,4.115393,4.0484643,4.8741984,4.1164165,4.013595,4.626657,4.2432423,4.0029526,5.580694,5.0728173,4.398256,4.2404766,4.0677853,3.5715697,3.668732,3.6182268,3.4301484,4.8950186,4.295671,3.8706312,3.7244458,4.306967,4.0025797,3.762122,3.7276773
2_5_Ele_1,3.207999,3.0826416,3.1953545,3.4784532,3.3048189,3.2419045,3.0997312,3.0972247,3.2115605,3.8534274,3.452316,3.507242,3.4121609,3.995743,3.33033,3.3315809,3.7321901,3.4459252,3.3424158,4.7163544,4.1039886,3.652316,3.5837572,3.4412396,3.1390069,3.1035223,3.1027546,3.065536,3.9367926,3.7658348,3.3166988,3.2539754,3.5634804,3.3567188,3.276263,3.2489874
2_5_Ele_2,3.1130557,2.925796,3.2085242,3.293803,3.209133,3.1571958,2.8837268,2.9110086,2.9933279,3.976226,3.7020028,3.4376004,3.349984,4.211213,3.5743544,3.3688796,3.80947,3.4539654,3.343866,4.6653266,4.355994,3.9089866,3.6485686,3.5695994,2.9411716,2.9527717,2.9511354,2.7167659,4.2130656,3.812488,3.2844603,3.1781952,3.6643658,3.464786,3.3342836,3.172157
2_5_Ele_3,2.7082887,2.3858137,3.0734181,3.2790315,2.9959726,2.9856384,2.4438772,2.4865599,2.5889683,3.7856717,3.5148907,3.3549135,3.302299,4.007705,3.4485617,3.1110437,3.7927,3.4582834,3.305088,4.601373,4.0511494,3.7778523,3.4704046,3.2862108,2.6410062,2.6529934,2.5227134,2.2781763,3.910492,3.5445857,3.1148355,2.9379218,3.5953915,3.398338,3.3579226,3.0253305
2_5_Ele_4,3.252786,3.1569326,3.3320484,3.4685047,3.4510128,3.4023929,3.2417006,3.2948642,3.3846865,4.1423335,3.8862941,3.629313,3.4159813,4.2027903,3.7396023,3.491134,4.01814,3.5543065,3.4901435,4.9524984,4.360254,3.9390304,3.8423762,3.6015067,3.1766894,3.2319913,3.3415089,3.0194914,4.237211,3.9047441,3.4391208,3.218807,3.749821,3.5498676,3.4981406,3.438594
2_5_Ele_5,3.366477,3.3881452,3.5478332,3.57318,3.5063298,3.411663,3.3569112,3.394759,3.481787,4.1715913,3.8313124,3.5457952,3.5800738,4.4287305,3.7307868,3.7339728,3.9825807,3.6231208,3.5161846,5.1626434,4.522857,4.029305,3.7434895,3.730277,3.3829558,3.6364415,3.4651418,3.3133714,4.387986,3.8996034,3.5791333,3.3833814,3.7859643,3.7290869,3.5398982,3.4353888
2_6_Adv_1,2.4314141,2.0774837,2.6856601,2.92639,2.7791588,2.7642996,2.3457778,2.338159,2.4225535,3.727315,3.1758947,2.9894176,2.813186,4.001187,3.1862934,3.0080442,3.424674,2.9763634,2.8082895,4.629399,4.1326284,3.4845126,3.2125962,3.029188,2.4068937,2.483435,2.4666433,2.254568,3.8455718,3.4740613,2.9092278,2.7479918,3.290652,3.0721028,2.8985364,2.7782712
2_6_Adv_2,3.4782774,3.3989103,3.836593,4.1428795,3.885095,3.8184555,3.5106978,3.517701,3.6340709,4.7006373,4.2351675,4.22603,3.916499,5.076268,4.3680153,4.1180077,4.5094028,4.1565785,3.946055,5.5703173,5.096911,4.4118075,4.419717,4.1518893,3.6887352,3.7153754,3.7988298,3.4057794,4.8160396,4.4340606,3.947033,3.7734406,4.43816,4.2078915,4.0689397,4.0023465
2_6_Adv_3,3.4816976,3.4976447,3.8391485,3.9290829,3.84497,3.824973,3.5463412,3.4901729,3.5014803,4.674478,4.11045,4.097818,3.8865561,4.8221793,4.2771983,4.1281905,4.4845114,4.1274343,3.97456,5.574043,5.0213456,4.5187483,4.289807,4.157659,3.6390245,3.6149025,3.6022606,3.4191196,4.9052315,4.4614778,4.016464,3.740195,4.221616,4.0860667,4.0828967,3.946548
2_6_Adv_4,2.9636173,2.9784982,3.1984487,3.2046123,3.2306292,3.2844956,2.962632,3.0039616,3.0568814,3.9448225,3.6058638,3.4914086,3.342265,4.2600603,3.5033875,3.4776323,3.7860005,3.455851,3.360208,4.7371936,4.209815,3.855865,3.5289407,3.4336004,3.0299761,3.0221896,3.0710373,2.841456,4.0362506,3.684094,3.2848613,3.2069683,3.6576002,3.3941052,3.3025913,3.205189
2_6_Ele_1,2.540844,2.2493858,2.7604733,2.9468935,2.8015556,2.830478,2.3595204,2.3937442,2.4917815,3.6367571,3.2533042,3.0014923,2.9156578,3.89771,3.2320993,3.0498128,3.4444888,2.9786875,2.8296745,4.6864634,3.9706178,3.434698,3.1689975,3.072919,2.4350417,2.5700648,2.5515583,2.384034,3.7592192,3.326289,2.952314,2.8157506,3.2460592,3.1092188,3.0271506,2.8095157
2_6_Ele_2,3.0971897,3.005437,3.2584653,3.4298842,3.3790147,3.2457461,3.117689,3.1384792,3.2498016,4.134827,3.6775272,3.5263762,3.3389544,4.3875394,3.5969703,3.421566,3.889524,3.4117987,3.3964477,5.012026,4.573199,3.8318217,3.6750808,3.5052307,3.1265924,3.1033566,3.1184602,3.016637,4.1704645,3.8633761,3.3209984,3.2466207,3.819642,3.6016886,3.5198126,3.4026856
2_6_Ele_3,3.549754,3.6080942,3.904444,4.0231476,3.8785496,4.0753827,3.606453,3.5682216,3.5784137,4.713197,4.1997647,4.159307,4.026349,5.007401,4.4201026,4.2662935,4.5561223,4.2271323,4.1562214,5.548422,5.115113,4.433403,4.3596787,4.2746315,3.7590606,3.6135895,3.5821657,3.3633523,4.852684,4.538486,4.033691,3.8201878,4.3005147,4.2698174,4.20402,4.032257
2_6_Ele_4,3.1801784,3.1250503,3.4573529,3.4492488,3.399493,3.4928672,3.2396984,3.2453146,3.326348,3.970721,3.8463147,3.6841772,3.5897176,4.23833,3.7818007,3.704485,4.051076,3.6985383,3.6084013,4.690095,4.188833,4.022857,3.792542,3.5948381,3.2595434,3.2130508,3.265831,3.0678334,4.1126337,3.936191,3.5711796,3.4267392,3.745959,3.6124027,3.5156548,3.46317
2_7_Adv_1,3.0993795,2.9661222,3.2333739,3.3898098,3.2697854,3.2981668,2.9159124,2.965467,3.0483277,3.9870598,3.516215,3.4411871,3.273984,4.1808934,3.54548,3.3115716,3.8997905,3.267584,3.3374805,4.68261,4.185235,3.7637649,3.4571817,3.464384,3.0560684,2.9257517,3.286967,2.9982533,3.9504821,3.6491575,3.3687546,3.2078662,3.6167011,3.3731213,3.3851259,3.29022
2_7_Adv_2,2.9920406,2.9055946,3.0234814,3.1592124,3.1587188,3.1343439,2.9467833,2.9520595,3.0244167,3.7572992,3.5133648,3.285159,3.1649332,4.0604725,3.3870554,3.2481282,3.7383294,3.2691238,3.1783502,4.5591507,4.081448,3.621595,3.3555262,3.3060849,2.9289405,2.965003,2.9892497,2.8727593,3.9530475,3.6227458,3.2260578,3.1531289,3.528659,3.280618,3.233222,3.0555987
2_7_Adv_3,3.119477,3.0759513,3.4909194,3.604066,3.416557,3.4636507,3.0524745,3.067889,3.1875849,4.1470885,3.7810867,3.6678114,3.511844,4.404173,3.919086,3.6753798,4.153305,3.838701,3.7462175,4.9908338,4.5421176,4.062907,3.9857879,3.7698736,3.3195772,3.3103516,3.4565423,3.0098162,4.2756224,4.147315,3.6637275,3.3026457,4.0149236,3.8163176,3.6777017,3.6565995
2_7_Adv_4,2.7751129,2.6517751,2.8809214,2.9716058,2.8557878,2.9210763,2.6257455,2.631977,2.7330062,3.4708192,3.235516,3.0972583,3.0065782,3.682243,3.150056,3.0079696,3.3526356,3.0655634,2.9910173,4.1370635,3.7921486,3.2796597,3.1742144,3.0949988,2.7217338,2.7905743,2.8251734,2.6290627,3.451668,3.3074868,2.8931475,2.851869,3.177734,2.99468,2.977153,2.866184
2_7_Adv_5,2.9693635,2.9824886,3.1181064,3.2889686,3.2140977,3.1772337,2.9211144,2.933289,2.988761,3.5717218,3.5336974,3.3286724,3.2909708,3.8484945,3.432853,3.3002017,3.6855068,3.3164926,3.2845774,4.263483,3.91204,3.5832667,3.4111185,3.352006,2.9272225,3.0140767,2.98279,2.79477,3.686816,3.5441787,3.2612693,3.1539173,3.4571934,3.4019756,3.3788095,3.1803114
