index,text_id,s_idx,sentence,align_idx,level,unique_paragraph_id,total_integration_cost,avg_integration_cost,max_integration_cost
813,2_4_7,2.0,"Ununtrium and ununpentium are thought to be metals, while ununseptium could be a metalloid - a material bearing some metallic properties.",408,Adv,2_4_Adv_7,16.0,0.6666666666666666,4.0
814,2_4_7,3.0,"The fourth element, ununoctium, may be a noble gas, like other group-18 elements, helium, neon and argon.",409,Adv,2_4_Adv_7,8.0,0.34782608695652173,2.0
815,2_4_7,4.0,It is hard to know for sure because so few atoms of each element have ever been made.,410,Adv,2_4_Adv_7,10.0,0.45454545454545453,4.0
816,2_4_7,5.0,"Paul Karol, chair of the IUPAC panel that verified the elements, said: ""Practical applications of the new elements, if any, are a long way off because of the difficulty in synthesis.""",411,Adv,2_4_Adv_7,16.0,0.3902439024390244,5.0
817,2_4_7,1.0,"To discover the elements, researchers at the three labs crashed lighter nuclei into one another and looked for the radioactive decays that should come from the new elements.",407,Ele,2_4_Ele_7,14.0,0.4666666666666667,5.0
818,2_4_7,2.0,113 and 115 are probably metals. 117 could be a metalloid - a material with some metallic characteristics.,408,Ele,2_4_Ele_7,5.0,0.23809523809523808,2.0
819,2_4_7,3.0,"The fourth element, 118, may be a gas.",409,Ele,2_4_Ele_7,2.0,0.18181818181818182,1.0
820,2_4_7,4.0,"Paul Karol, chair of the IUPAC panel that checked the elements, said: ""It will be a long time before we can find practical uses for the new elements.""",411,Ele,2_4_Ele_7,14.0,0.4117647058823529,5.0
822,2_5_1,1.0,"Police and intelligence agencies around the world have, for almost 100 years, relied on polygraphs as lie detectors to help convict criminals or unearth spies and traitors.",412,Adv,2_5_Adv_1,20.0,0.6666666666666666,6.0
823,2_5_1,2.0,"The polygraph is beloved of the movies, with countless dramatic moments showing the guilty sweating profusely as they are hooked up.",413,Adv,2_5_Adv_1,7.0,0.2916666666666667,2.0
824,2_5_1,3.0,But the invention could soon be defunct.,414,Adv,2_5_Adv_1,2.0,0.2222222222222222,1.0
825,2_5_1,4.0,"Researchers in Britain and the Netherlands have made a breakthrough, developing a method with a success rate in tests of over 70% that could be in use in police stations around the world within a decade.",415,Adv,2_5_Adv_1,15.0,0.38461538461538464,2.0
826,2_5_1,5.0,"Rather than relying on facial tics, talking too much or waving of arms - all seen as tell-tale signs of lying - the new method involves monitoring full-body motions to provide an indicator of signs of guilty feelings.",416,Adv,2_5_Adv_1,38.0,0.8837209302325582,22.0
827,2_5_1,1.0,"Police and intelligence agencies around the world have, for almost 100 years, used the polygraph, a lie-detector test, to help catch criminals and spies.",412,Ele,2_5_Ele_1,14.0,0.4827586206896552,5.0
828,2_5_1,2.0,"But, now, researchers in Britain and the Netherlands have developed a new method, which is correct (in tests) over 70% of the time. Police stations around the world might begin using this new method within ten years.",415,Ele,2_5_Ele_1,47.0,1.0217391304347827,35.0
829,2_5_1,4.0,"It doesn't monitor movements in the face, talking too much or waving arms - all signs that someone is lying. The new method monitors movements in the whole body, which can show that the person is feeling guilty.",416,Ele,2_5_Ele_1,29.0,0.6444444444444445,10.0
832,2_5_2,1.0,The polygraph is widely used in the US in criminal and other cases and for security clearance for the FBI and CIA but is much less popular in Europe.,417,Adv,2_5_Adv_2,10.0,0.29411764705882354,2.0
833,2_5_2,2.0,There has been a lot of skepticism in the scientific and legal communities about its reliability.,418,Adv,2_5_Adv_2,4.0,0.23529411764705882,1.0
834,2_5_2,3.0,"By contrast, the new method developed by the researchers has performed well in experiments.",419,Adv,2_5_Adv_2,12.0,0.75,7.0
835,2_5_2,4.0,The basic premise is that liars fidget more and so the use of an all-body motion suit - the kind used in films to create computer-generated characters - will pick this up.,420,Adv,2_5_Adv_2,28.0,0.8484848484848485,14.0
836,2_5_2,5.0,"One of the research team, Ross Anderson, said: ""Decades of deception research show that the interviewer will tell truth from lies only slightly better than random.""",421,Adv,2_5_Adv_2,14.0,0.4117647058823529,3.0
837,2_5_2,6.0,"He said the new method, by contrast, achieved a reliability rating of over 70%.",422,Adv,2_5_Adv_2,7.0,0.3888888888888889,2.0
838,2_5_2,7.0,"In some tests, the team has already achieved more than 80%.",423,Adv,2_5_Adv_2,7.0,0.4666666666666667,4.0
839,2_5_2,8.0,"Anderson said: ""The takeaway message is that guilty people fidget more and we can measure this robustly.""",424,Adv,2_5_Adv_2,9.0,0.42857142857142855,2.0
840,2_5_2,1.0,The polygraph is often used in the US in criminal cases and by the FBI and CIA but is much less popular in Europe.,417,Ele,2_5_Ele_2,9.0,0.3103448275862069,2.0
841,2_5_2,2.0,Many people do not believe that it is reliable.,418,Ele,2_5_Ele_2,2.0,0.2,1.0
842,2_5_2,3.0,The basic idea behind the new method is that liars fidget more and that an all-body motion suit - the kind used in films to create computer-generated characters - will record this.,420,Ele,2_5_Ele_2,27.0,0.8181818181818182,12.0
843,2_5_2,4.0,The new method is over 70% reliable - the polygraph is only 55% reliable.,422,Ele,2_5_Ele_2,9.0,0.5,3.0
844,2_5_2,5.0,"In some tests, the success rate of the new method was more than 80%.",423,Ele,2_5_Ele_2,8.0,0.47058823529411764,5.0
845,2_5_2,6.0,"Ross Anderson, one of the research team, said: ""Guilty people fidget more and we can now measure this.""",424,Ele,2_5_Ele_2,8.0,0.32,2.0
848,2_5_3,1.0,"The polygraph was created in 1921 by policeman John Larson, based on research by the psychologist William Marston.",425,Adv,2_5_Adv_3,7.0,0.3333333333333333,2.0
849,2_5_3,2.0,"It records changes in pulse, blood pressure, sweating and breathing to ascertain whether a subject is lying.",426,Adv,2_5_Adv_3,16.0,0.8,7.0
850,2_5_3,3.0,"While cinema depictions suggest the device is near-infallible, the US Supreme Court ruled, in 1998, that there was no consensus that the polygraph was reliable, a finding supported by the US National Academy of Scientists in 2003.",427,Adv,2_5_Adv_3,21.0,0.4883720930232558,6.0
851,2_5_3,1.0,"The polygraph was created in 1921 by policeman John Larson, based on research by the psychologist William Marston.",425,Ele,2_5_Ele_3,7.0,0.3333333333333333,2.0
852,2_5_3,2.0,"It records changes in pulse, blood pressure, sweating and breathing to find out if someone is lying.",426,Ele,2_5_Ele_3,16.0,0.8,7.0
853,2_5_3,3.0,"In movies, the polygraph is always correct but, in 1998, the US Supreme Court decided that there was no agreement that the polygraph was reliable. The US National Academy of Scientists said the same thing in 2003.",427,Ele,2_5_Ele_3,28.0,0.6511627906976745,14.0
854,2_5_4,1.0,"The experiment carried out by Anderson and his colleagues involved 180 students and employees at Lancaster University, of which half were told to tell the truth and half to lie.",428,Adv,2_5_Adv_4,16.0,0.47058823529411764,2.0
855,2_5_4,2.0,"They were each paid £7.50 for their participation in the 70-minute experiment, involving two tests.",429,Adv,2_5_Adv_4,6.0,0.3157894736842105,2.0
856,2_5_4,3.0,"Some were interviewed about a computer game Never End, which they played for seven minutes, while others lied about playing it, having only been shown notes about it.",430,Adv,2_5_Adv_4,18.0,0.5,6.0
857,2_5_4,4.0,The second test involved a lost wallet containing £5.,431,Adv,2_5_Adv_4,4.0,0.36363636363636365,1.0
858,2_5_4,5.0,Some were asked to bring the wallet to a lost-and-found box while others hid it and lied about it.,432,Adv,2_5_Adv_4,10.0,0.47619047619047616,2.0
859,2_5_4,1.0,The tests Anderson and his colleagues did involved 180 students and employees at Lancaster University. Half of the people were told to tell the truth and half to lie.,428,Ele,2_5_Ele_4,43.0,1.303030303030303,16.0
860,2_5_4,3.0,The researchers interviewed some of the people about a computer game called Never End that they played for seven minutes. Others lied about playing it.,430,Ele,2_5_Ele_4,20.0,0.7407407407407407,8.0
861,2_5_4,5.0,The second test involved a lost wallet with £5 inside.,431,Ele,2_5_Ele_4,3.0,0.25,1.0
862,2_5_4,6.0,Some people had to bring the wallet to a lost-and-found box. Others hid it and lied about it.,432,Ele,2_5_Ele_4,13.0,0.65,5.0
864,2_5_5,1.0,"""Overall, we correctly classified 82.2% (truths: 88.9%; lies: 75.6%) of the interviewees as either being truthful or deceptive based on the combined movement in their individual limbs,"" the report says.",433,Adv,2_5_Adv_5,25.0,0.5319148936170213,12.0
865,2_5_5,2.0,"Anderson said: ""Our first attempt looked at the extent to which different body parts and body signals indicated deception.",434,Adv,2_5_Adv_5,15.0,0.6521739130434783,6.0
866,2_5_5,3.0,"It turned out that liars wave their arms more but, again, this is only at the 55% level that you can get from a conventional polygraph.",435,Adv,2_5_Adv_5,15.0,0.46875,5.0
867,2_5_5,4.0,The pay dirt was when we considered total body motion.,436,Adv,2_5_Adv_5,5.0,0.4166666666666667,2.0
868,2_5_5,5.0,"That turns out to tell truth from lies over 70% of the time.""",437,Adv,2_5_Adv_5,7.0,0.4375,2.0
869,2_5_5,6.0,"The use of all-body suits is expensive - they cost about £30,000 - and can be uncomfortable, and Anderson and his colleagues are now looking at low-cost alternatives.",438,Adv,2_5_Adv_5,10.0,0.3125,3.0
870,2_5_5,7.0,"These include using motion-sensing technology from computer games, such as the Kinect camera devices developed by Microsoft for the Xbox console.",439,Adv,2_5_Adv_5,8.0,0.34782608695652173,1.0
871,2_5_5,1.0,"The new body-suit method was correct 82.2% of the time. Researchers monitored how much the people moved their arms and legs, to decide if they were telling the truth or lying.",433,Ele,2_5_Ele_5,20.0,0.5555555555555556,4.0
872,2_5_5,3.0,"All-body suits are expensive - they cost about £30,000 - and they can be uncomfortable, so Anderson and his colleagues are now looking at cheaper alternatives.",438,Ele,2_5_Ele_5,10.0,0.3333333333333333,5.0
873,2_5_5,4.0,"These include using motion-sensing technology from computer games, such as the Kinect camera devices developed by Microsoft for the Xbox console.",439,Ele,2_5_Ele_5,8.0,0.34782608695652173,1.0
878,2_6_1,1.0,"Vienna is the world's best city to live in, Baghdad is the worst and London, Paris and New York do not even make it into the top 35, according to international research into quality of life.",440,Adv,2_6_Adv_1,12.0,0.2857142857142857,2.0
879,2_6_1,2.0,"German-speaking cities dominate the rankings in the 18th Mercer Quality of Life study, with Vienna joined by Zurich, Munich, Dusseldorf and Frankfurt in the top seven.",441,Adv,2_6_Adv_1,11.0,0.36666666666666664,1.0
880,2_6_1,3.0,"Paris has tumbled down the league, falling ten places to 37th, just ahead of London at 39th, almost entirely because of the city's vulnerability to terrorist attacks.",442,Adv,2_6_Adv_1,8.0,0.23529411764705882,1.0
881,2_6_1,4.0,"The study examined social and economic conditions, health, education, housing and the environment, and is used by big companies to assess where they should locate offices and factories and how much they should pay staff.",443,Adv,2_6_Adv_1,24.0,0.5714285714285714,9.0
882,2_6_1,1.0,"Vienna is the world's best city to live in, Baghdad is the worst and London, Paris and New York are not in the top 35, says an international study on quality of life.",440,Ele,2_6_Ele_1,20.0,0.5128205128205128,9.0
883,2_6_1,2.0,"German-speaking cities do well in the 18th Mercer Quality of Life study, with Vienna, Zurich, Munich, Dusseldorf and Frankfurt in the top seven.",441,Ele,2_6_Ele_1,9.0,0.32142857142857145,1.0
884,2_6_1,3.0,Paris fell ten places to 37th. This was mostly because of the terrorist attacks on the city. Paris was just above London in 39th place.,442,Ele,2_6_Ele_1,17.0,0.5862068965517241,7.0
885,2_6_1,6.0,"The study looked at the economy, health, education, housing and the environment. Big companies use the results of the study to decide where they should open offices and factories and how much they should pay their employees.",443,Ele,2_6_Ele_1,29.0,0.6590909090909091,11.0
886,2_6_2,1.0,"Viennese-born Helena Hartlauer, 32, said she was not surprised at her city's top position.",444,Adv,2_6_Adv_2,5.0,0.2631578947368421,2.0
887,2_6_2,2.0,"The municipality's social democratic government has a long tradition of investing in high-quality social housing, making Vienna almost uniquely affordable among major cities.",445,Adv,2_6_Adv_2,8.0,0.2857142857142857,1.0
888,2_6_2,3.0,"""I live in a 100sq-meter turn-of-the-century apartment in a good area about 20 minutes' walk from the city center.",446,Adv,2_6_Adv_2,6.0,0.2727272727272727,1.0
889,2_6_2,4.0,"But my rent is just €800 (£625) a month.""",447,Adv,2_6_Adv_2,3.0,0.1875,1.0
890,2_6_2,5.0,"An equivalent apartment in London would cost upwards of £2,000 and even more in New York, ranked 44th in the table.",448,Adv,2_6_Adv_2,8.0,0.32,2.0
891,2_6_2,1.0,"Helena Hartlauer, 32, is from Vienna. She said she was not surprised about her city's top position.",444,Ele,2_6_Ele_2,7.0,0.30434782608695654,2.0
892,2_6_2,3.0,"For many years, Vienna's government has spent money on good social housing. This makes Vienna a cheap place to live compared to other big cities.",445,Ele,2_6_Ele_2,15.0,0.5,3.0
893,2_6_2,5.0,"""I live in a 100 square-meter apartment in a good area about 20 minutes' walk from the city center.",446,Ele,2_6_Ele_2,6.0,0.2727272727272727,1.0
894,2_6_2,6.0,"But my rent is just €800 (£625) a month.""",447,Ele,2_6_Ele_2,3.0,0.1875,1.0
895,2_6_2,7.0,"A similar apartment in London costs over £2,000 and even more in New York, which came 44th in the study.",448,Ele,2_6_Ele_2,7.0,0.30434782608695654,2.0
896,2_6_3,1.0,"US cities perform relatively poorly in the study, largely because of issues around personal safety and crime.",449,Adv,2_6_Adv_3,6.0,0.2857142857142857,1.0
897,2_6_3,2.0,"The highest ranking city in the US is San Francisco, at 28th; Boston is 34th.",450,Adv,2_6_Adv_3,6.0,0.3333333333333333,2.0
898,2_6_3,3.0,"Canadian cities, led by Vancouver, far outrank their US rivals in the table.",451,Adv,2_6_Adv_3,9.0,0.5294117647058824,4.0
899,2_6_3,4.0,"""You don't realize how safe Vienna is until you head abroad,"" said Hartlauer.",452,Adv,2_6_Adv_3,12.0,0.6,5.0
900,2_6_3,5.0,"""We also have terrific public transport, with the underground working 24 hours at weekends, and it only costs €1 per trip.""",453,Adv,2_6_Adv_3,10.0,0.3448275862068966,2.0
901,2_6_3,1.0,"US cities do badly in the study, mostly because of worries about personal safety and crime.",449,Ele,2_6_Ele_3,6.0,0.3,1.0
902,2_6_3,2.0,"The US city in top position is San Francisco, in 28th position; Boston is 34th.",450,Ele,2_6_Ele_3,6.0,0.3333333333333333,2.0
903,2_6_3,3.0,"""You don't realize how safe Vienna is until you go abroad,"" said Hartlauer.",452,Ele,2_6_Ele_3,12.0,0.6,5.0
904,2_6_3,4.0,"""We also have terrific public transport - the underground trains run 24 hours at weekends and it only costs €1 per trip.""",453,Ele,2_6_Ele_3,10.0,0.35714285714285715,2.0
906,2_6_4,1.0,"""Our big USP (unique selling point) is our geographical location,"" said Martin Eichtinger, Austrian ambassador to London, who lived in Vienna for 20 years.",454,Adv,2_6_Adv_4,12.0,0.36363636363636365,2.0
907,2_6_4,2.0,"""The fall of the Berlin Wall helped define Vienna as a hub for companies wanting to do business in Central Europe.""",455,Adv,2_6_Adv_4,12.0,0.5,2.0
908,2_6_4,3.0,"According to the World Bank, Austria has one of the highest figures for GDP per head in the world, just behind the US and ahead of Germany and Britain, although quite some way below neighboring Switzerland.",456,Adv,2_6_Adv_4,16.0,0.3902439024390244,3.0
909,2_6_4,4.0,Zurich in Switzerland is named by Mercer as having the world's second highest quality of life but the Viennese say their city is far more fun.,457,Adv,2_6_Adv_4,13.0,0.43333333333333335,3.0
910,2_6_4,5.0,"""There are more students in Vienna than any other German-speaking city,"" said Hartlauer.",458,Adv,2_6_Adv_4,10.0,0.5555555555555556,5.0
911,2_6_4,6.0,"""It's a very fast growing, young and lively city,"" she added - though she conceded she works for the city's tourist board.",459,Adv,2_6_Adv_4,6.0,0.1875,2.0
912,2_6_4,1.0,"""Vienna's location is very special,"" said Martin Eichtinger, Austrian ambassador to London, who lived in Vienna for 20 years.",454,Ele,2_6_Ele_4,9.0,0.32142857142857145,2.0
913,2_6_4,2.0,"""The fall of the Berlin Wall helped make Vienna a center for companies who want to do business in Central Europe.""",455,Ele,2_6_Ele_4,12.0,0.5,2.0
914,2_6_4,3.0,Mercer says Zurich in Switzerland has the world's second highest quality of life but the Viennese say their city is far more fun.,457,Ele,2_6_Ele_4,12.0,0.46153846153846156,2.0
915,2_6_4,4.0,"""There are more students in Vienna than any other German-speaking city,"" said Hartlauer.",458,Ele,2_6_Ele_4,10.0,0.5555555555555556,5.0
916,2_6_4,5.0,"""It's a very young and lively city,"" she added.",459,Ele,2_6_Ele_4,3.0,0.1875,2.0
918,2_7_1,1.0,"Clay Cockrell is sitting in his office at Columbus Circle, across the street from 1 Central Park West, which houses Trump International Hotel and Tower.",460,Adv,2_7_Adv_1,9.0,0.32142857142857145,1.0
919,2_7_1,2.0,"In front of the tower is Central Park, where Cockrell holds his popular walk and talk therapy sessions.",461,Adv,2_7_Adv_1,12.0,0.5714285714285714,3.0
920,2_7_1,3.0,"Cockrell, a former Wall Street worker turned therapist, spends large parts of his days walking through Central Park or the Battery Park in downtown Manhattan near Wall Street, as a confidant and counselor to some of New York's wealthiest people.",462,Adv,2_7_Adv_1,17.0,0.37777777777777777,3.0
921,2_7_1,1.0,Clay Cockrell is sitting in his office opposite the Trump International Hotel and Tower.,460,Ele,2_7_Ele_1,5.0,0.3333333333333333,1.0
922,2_7_1,2.0,"In front of the tower is Central Park, where Cockrell holds his popular walk and talk therapy sessions.",461,Ele,2_7_Ele_1,12.0,0.5714285714285714,3.0
923,2_7_1,3.0,"Cockrell is a former Wall Street worker who is now a therapist. He spends large parts of his days walking in Central Park or the Battery Park in downtown Manhattan near Wall Street, talking to some of New York's wealthiest people.",462,Ele,2_7_Ele_1,15.0,0.32608695652173914,2.0
924,2_7_2,1.0,"""I shifted towards it naturally,"" he said of his becoming an expert in wealth therapy.",463,Adv,2_7_Adv_2,6.0,0.3,2.0
925,2_7_2,2.0,"""Many of the extremely wealthy - the 1% of the 1% - feel that their problems are really not problems.",464,Adv,2_7_Adv_2,9.0,0.34615384615384615,3.0
926,2_7_2,3.0,But they are.,465,Adv,2_7_Adv_2,1.0,0.25,1.0
927,2_7_2,4.0,"A lot of therapists do not give enough weight to their issues.""",466,Adv,2_7_Adv_2,6.0,0.42857142857142855,2.0
928,2_7_2,5.0,"So, what issues are America's 1% struggling with? ""There is guilt over being rich in the first place,"" he said.",467,Adv,2_7_Adv_2,24.0,0.8275862068965517,13.0
929,2_7_2,6.0,"""There is the feeling that they have to hide the fact that they are rich.",468,Adv,2_7_Adv_2,6.0,0.35294117647058826,2.0
930,2_7_2,7.0,"And, then, there is the isolation - being in the 1%, it turns out, can be lonely.""",469,Adv,2_7_Adv_2,8.0,0.32,2.0
931,2_7_2,8.0,"It seems F. Scott Fitzgerald was right: the very rich ""are different from you and me.""",470,Adv,2_7_Adv_2,2.0,0.09523809523809523,1.0
932,2_7_2,9.0,Counselors argue things have become worse since the financial crisis and the debate over income inequality that has been spurred on by movements like Occupy Wall Street and the Fight for $15 fair wage campaign.,471,Adv,2_7_Adv_2,13.0,0.34210526315789475,2.0
933,2_7_2,1.0,"""Many of the extremely wealthy - the 1% of the 1% - feel that their problems are really not problems.",464,Ele,2_7_Ele_2,9.0,0.34615384615384615,3.0
934,2_7_2,2.0,"But they are,"" he says.",465,Ele,2_7_Ele_2,3.0,0.375,2.0
935,2_7_2,3.0,"So, what problems do America's 1% have? ""There is guilt that they are rich,"" he said.",467,Ele,2_7_Ele_2,24.0,0.9230769230769231,13.0
936,2_7_2,4.0,"""There is the feeling that they have to hide that they are rich.",468,Ele,2_7_Ele_2,5.0,0.3333333333333333,2.0
937,2_7_2,5.0,"And, then, there is the isolation - being in the 1% can be lonely.""",469,Ele,2_7_Ele_2,6.0,0.3,2.0
938,2_7_2,6.0,Counselors say that things have become worse since the financial crisis. People now talk about the gap between rich and poor more because of movements like Occupy Wall Street.,471,Ele,2_7_Ele_2,16.0,0.48484848484848486,6.0
942,2_7_3,1.0,"""The Occupy Wall Street movement was a good one and had some important things to say about income inequality but it singled out the 1% and painted them globally as something negative,"" said Jamie Traeger-Muney, a wealth psychologist and founder of the Wealth Legacy Group.",472,Adv,2_7_Adv_3,37.0,0.6981132075471698,24.0
943,2_7_3,2.0,"The media, she said, is partly to blame for making the rich ""feel like they need to hide or feel ashamed"".",473,Adv,2_7_Adv_3,14.0,0.5384615384615384,3.0
944,2_7_3,3.0,"""Sometimes, I am shocked by things that people say.",474,Adv,2_7_Adv_3,7.0,0.5,2.0
945,2_7_3,4.0,"You would never refer to another group of people in the way that it seems perfectly normal to refer to wealth holders.""",475,Adv,2_7_Adv_3,6.0,0.24,1.0
946,2_7_3,1.0,"""Occupy Wall Street had some important things to say about the gap between rich and poor but it was negative about the 1%,"" said Jamie Traeger-Muney, a wealth psychologist.",472,Ele,2_7_Ele_3,14.0,0.3888888888888889,6.0
947,2_7_3,2.0,"The media, she said, makes the rich ""feel like they need to hide or feel ashamed"".",473,Ele,2_7_Ele_3,9.0,0.42857142857142855,2.0
948,2_7_3,3.0,"""Sometimes, I am shocked by things that people say.",474,Ele,2_7_Ele_3,7.0,0.5,2.0
949,2_7_3,4.0,"You would never talk about another group of people in the way that it seems perfectly normal to talk about wealthy people.""",475,Ele,2_7_Ele_3,6.0,0.24,1.0
950,2_7_4,1.0,"""It's really isolating to have a lot of money.",476,Adv,2_7_Adv_4,6.0,0.46153846153846156,2.0
951,2_7_4,2.0,"People's reactions to you can be scary,"" said Barbara Nusbaum, an expert in money psychology.",477,Adv,2_7_Adv_4,6.0,0.2857142857142857,2.0
952,2_7_4,3.0,"""We are all taught not to talk about money.",478,Adv,2_7_Adv_4,6.0,0.46153846153846156,2.0
953,2_7_4,4.0,It's not polite to talk about money.,479,Adv,2_7_Adv_4,2.0,0.2222222222222222,1.0
954,2_7_4,5.0,"Ironically, it's harder to talk about having money than it is to talk about not having money.",480,Adv,2_7_Adv_4,8.0,0.38095238095238093,2.0
955,2_7_4,6.0,It's much more socially acceptable to say 'I am broke.,481,Adv,2_7_Adv_4,3.0,0.1875,2.0
956,2_7_4,7.0,Things are hard.' You can't say 'I have a ton of money.',482,Adv,2_7_Adv_4,5.0,0.2777777777777778,1.0
957,2_7_4,8.0,"You have to keep a lot of your life private.""",483,Adv,2_7_Adv_4,6.0,0.5,2.0
958,2_7_4,9.0,"As a result, Cockrell points out, the rich tend to hang out with other rich Americans, not out of snobbery but in order to be around those who understand them and their problems.",484,Adv,2_7_Adv_4,15.0,0.39473684210526316,3.0
959,2_7_4,1.0,"""It's really isolating to have a lot of money.",476,Ele,2_7_Ele_4,6.0,0.46153846153846156,2.0
960,2_7_4,2.0,"People's reaction to you can be scary,"" said Barbara Nusbaum, an expert in money psychology.",477,Ele,2_7_Ele_4,6.0,0.2857142857142857,2.0
961,2_7_4,3.0,"""We are all taught not to talk about money.",478,Ele,2_7_Ele_4,6.0,0.46153846153846156,2.0
962,2_7_4,4.0,It's not polite to talk about money.,479,Ele,2_7_Ele_4,2.0,0.2222222222222222,1.0
963,2_7_4,5.0,But it's harder to talk about being rich than it is to talk about being poor.,480,Ele,2_7_Ele_4,4.0,0.2222222222222222,2.0
964,2_7_4,6.0,People don't mind if you say 'I am broke.,481,Ele,2_7_Ele_4,5.0,0.4166666666666667,2.0
965,2_7_4,7.0,Things are hard.' You can't say 'I have a ton of money.',482,Ele,2_7_Ele_4,5.0,0.2777777777777778,1.0
966,2_7_4,8.0,"You have to keep a lot of your life private.""",483,Ele,2_7_Ele_4,6.0,0.5,2.0
967,2_7_4,9.0,"As a result, Cockrell says, the rich hang out with other rich Americans who understand them and their problems.",484,Ele,2_7_Ele_4,10.0,0.45454545454545453,4.0
968,2_7_5,1.0,"In the US, over the last three decades, the number of extremely wealthy people has been climbing.",485,Adv,2_7_Adv_5,13.0,0.6190476190476191,9.0
969,2_7_5,2.0,"According to research from Spectrem Group, in 2014, the number of US households with $1m or more in assets - excluding the value of their primary home - increased by 500,000 to 10.1m.",486,Adv,2_7_Adv_5,30.0,0.8108108108108109,20.0
970,2_7_5,3.0,"In 2007, that number was 9.2m.",487,Adv,2_7_Adv_5,2.0,0.25,1.0
971,2_7_5,4.0,"Households worth $5m or more reached 1.3m and 142,000 households are now worth $25m or more.",488,Adv,2_7_Adv_5,5.0,0.23809523809523808,1.0
972,2_7_5,5.0,"Since the 2008 financial crisis, the income gap has expanded and the situation ""has gotten worse for the wealthy,"" Cockrell said.",489,Adv,2_7_Adv_5,15.0,0.5555555555555556,7.0
973,2_7_5,6.0,The main reason? Not knowing if your friends are friends with you or your money.,490,Adv,2_7_Adv_5,7.0,0.4117647058823529,3.0
974,2_7_5,7.0,"""Someone else who is also a billionaire - they don't want anything from you.",491,Adv,2_7_Adv_5,5.0,0.2631578947368421,2.0
975,2_7_5,8.0,"Never being able to trust your friendships with people of different means, I think that is difficult,"" said Cockrell.",492,Adv,2_7_Adv_5,12.0,0.5,5.0
976,2_7_5,9.0,"""As the gap has widened, the rich have become more and more isolated.""",493,Adv,2_7_Adv_5,4.0,0.2222222222222222,2.0
977,2_7_5,1.0,"In the US, over the last 30 years, the number of very wealthy people has grown.",485,Ele,2_7_Ele_5,13.0,0.65,9.0
978,2_7_5,2.0,"In 2014, the number of US households with $1 million or more - excluding the value of their main home - increased by 500,000 to 10.1 million.",486,Ele,2_7_Ele_5,15.0,0.5,10.0
979,2_7_5,3.0,"There were 1.3 million households worth $5 million and 142,000 worth $25 million or more.",488,Ele,2_7_Ele_5,3.0,0.16666666666666666,1.0
980,2_7_5,4.0,"Since the 2008 financial crisis, the gap between the rich and the poor has grown and the situation ""has gotten worse for the wealthy,"" Cockrell said.",489,Ele,2_7_Ele_5,15.0,0.46875,7.0
981,2_7_5,5.0,The main reason? Not knowing if your friends are friends with you or with your money.,490,Ele,2_7_Ele_5,7.0,0.3888888888888889,3.0
982,2_7_5,6.0,"""Someone else who is also a billionaire - they don't want anything from you.",491,Ele,2_7_Ele_5,5.0,0.2631578947368421,2.0
983,2_7_5,7.0,"Never being able to trust your friendships with other people, I think that is difficult,"" said Cockrell.",492,Ele,2_7_Ele_5,10.0,0.45454545454545453,4.0
986,2_7_6,1.0,Some Americans have taken to keeping their wealth secret.,494,Adv,2_7_Adv_6,3.0,0.3,1.0
987,2_7_6,2.0,"""There are a lot of people that are hiding their wealth because they are concerned about negative judgment,"" said Traeger-Muney.",495,Adv,2_7_Adv_6,17.0,0.6538461538461539,8.0
988,2_7_6,3.0,"""If wealthy Americans talk about the unique challenges that come with their wealth, people often dismiss their experience.",496,Adv,2_7_Adv_6,12.0,0.5454545454545454,6.0
989,2_7_6,4.0,"People say 'Oh, poor you.'",497,Adv,2_7_Adv_6,2.0,0.2222222222222222,1.0
990,2_7_6,5.0,"There is not a lot of sympathy there,"" she said.",498,Adv,2_7_Adv_6,7.0,0.5,4.0
991,2_7_6,6.0,"""Wealth is still one of our last taboos.""",499,Adv,2_7_Adv_6,2.0,0.16666666666666666,1.0
992,2_7_6,7.0,Cockrell said that a common mistake that many of his wealthy clients make is letting their money define them.,500,Adv,2_7_Adv_6,17.0,0.8095238095238095,6.0
993,2_7_6,8.0,"""I don't think it's healthy to discount your problems.",501,Adv,2_7_Adv_6,3.0,0.23076923076923078,1.0
994,2_7_6,9.0,"If you are part of the 1%, you still have problems and they are legitimate to you.",502,Adv,2_7_Adv_6,6.0,0.2857142857142857,3.0
995,2_7_6,10.0,"Even when you say, 'I don't have to struggle for money', there are other parts of your life.",503,Adv,2_7_Adv_6,15.0,0.5769230769230769,6.0
996,2_7_6,11.0,"Money is not the only thing that defines you,"" he said.",504,Adv,2_7_Adv_6,6.0,0.4,3.0
997,2_7_6,12.0,"""Your problems are real.""",505,Adv,2_7_Adv_6,1.0,0.14285714285714285,1.0
998,2_7_6,1.0,Some Americans keep their wealth secret.,494,Ele,2_7_Ele_6,2.0,0.2857142857142857,1.0
999,2_7_6,2.0,"""There are a lot of people hiding their wealth because they are worried about negative judgment,"" said Traeger-Muney.",495,Ele,2_7_Ele_6,17.0,0.7083333333333334,8.0
1000,2_7_6,3.0,"""If wealthy Americans talk about their problems, people often don't have a lot of sympathy,"" she said.",496,Ele,2_7_Ele_6,13.0,0.52,4.0
1001,2_7_6,4.0,Cockrell said that there is a common mistake that many of his wealthy clients make - they let their money define them.,500,Ele,2_7_Ele_6,11.0,0.4782608695652174,3.0
